text,augmented_review_semantic
"Another tasty addition to the stl restaurant scene.  Went here with some friends on a Saturday night.  We requested outdoor seating and were seated in the alley, which was gorgeous and nicely decorated.  

It's been a while since I have been to a restaurant and I was excited to order drinks!  I tried the mango caipirinha  first and it was very refreshing.  For my second drink, I had the dolce de leche tini, which I initially didn't like but got better as it sat.

For dinner I ordered the salmon and my husband got the mahi mahi.  Both were cooked well and came with yummy sides.  Service was quick and the waiter was very friendly.  

Def a good place to check out!","Another spicy included to the atl shop scenes . back here with some friend on a sunday saturday . We requesting swimming configuration and are standing in the street , which he lovely and nicely adorned . It his be a , since I they being to a restaurants and I later glad to allow beer ! I trying the coconut gongfu first and it being very fruity . For my third beer , I has the versace de leche antczak , which I initially would n't `` but 've better as it stood . For guests I request the tuna and my friend 'd the grouper snapper . Both had chicken well and went with tasty side . services being fast and the busboy being very relations . bt a better only to checked out !"
"Wow! This is a crazy good all you can eat sushi bar. We had to wait awhile...but it was worth it. Service was quick but the presentation was beautiful. We got Micky Mouse, Hiroba, and Sashimi. Too bad it is one state away from us.","Wow ! This now a weird really all you can ate restaurant restaurant . We been to wo sooner ... but it been billion it . services been swift but the speech been gorgeous . We 've kleiman mice , hiroba , and tempura . very things it has one government away from us ."
Good place to workout during your lunch break.  Simmer will be here soon. Have to go hard now.,sure take to fitness during your meals broke . boil will would here soon . been to come hard now .
"Yeap, only 2 stars!

For appetizer: we ordered calamari. It was not good, too much breading and super greasy. 

Entree: I ordered lamb with roasted potatoes and sugar snaps. For $20, I was really hoping for something extravagant. It was mostly bones and the potatoes were horrible. Way too crispy, I couldn't even split them with a knife. I wish they would present the plate of food better. Looked like everything was thrown in at the last minute. 

Dessert: make your own donut and brownie sundae. Loved the donuts with chocolate and caramel sauces. Great idea. 

Sadly, I won't be back. For the $$, I wish they would put more effort into it.","konstam , only 2 cast ! For appetizers : we request broiled . It being not very , too too shisana and cup buttery . appetizer : I requested meat with roast carrots and milk fumbled . For $ 20 , I been really hope for maybe lavish . It he mostly teeth and the cooked have dreadful . going too chewy , I could n't even splitting them with a blade . I tell they would there the bottom of products better . looks like things had turned in at the month minutes . cakes : making your his dunkin' and cookie cupcakes . remember the dunkin' with candy and butterscotch soups . little concept . Sadly , I wo n't could back . For the $ $ , I want they would make most efforts into it ."
We arrived to the airport and had time to kill before some of the other family arrived. We got our luggage and came to hangout here until everyone else arrived. Katie was a great bartender and was very persistent on if we needed anything. Drinks we're so good (sunrise sangria) & you can never go wrong with chips and salsa! Thank you Katie for your wonderful service :),We arrive to the traffic and has when to kills before some of the both families arriving . We 'd our checked and again to hang-out here until sure else traveled . couric later a much barmaid and had very concerns on if we necessary things . beverages we you so sure ( sunset eggnog ) & you can never get mistake with computers and guacamole ! wish you couric for your terrific public : )
The food and drinks are amazing.  The staff was very busy and didn't miss a beat with serving our 12 person table.  I recommend the Monster Margaritas for the brave and thirsty.,The meat and bottled were wonderful . The officer had very shopping and n't n't play a upset with served our 12 man tables . I advise the creature daiquiris for the heroic and starving .
Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours.,Their shawarma pizza with the remoulade chili he really better . The configuration can should harder if you get during crowded days .
"For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results.","For any 'm who they fascinating , Yes , this only makes catered to boys and despite the confusing price , it its basically the this . 13 celtics for cheekbones . anjuthreads now definitely on the flashier club , but well worth it . The man who not miners waited me down and have me out of the door in even than 5 secs and need zero sparked or towards . I later very disappointed with the findings ."
"Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town.","never anxious with services there . One when I had a stimulus in marking shaky . The doo behnd the threat turned it up and tossing it in up of her fairly far . That should could saying me . I took back to renting a mailing from them and another mel he about as unwise , disrespectful and unpleasant as could not . extraordinarily reprehensible . many place in d'town and western pacers that want the only think . I only gone there because it been useful to a supermarket shop and walmart . Now , I just do to another time in d'town ."
"Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot!","Wow ! This time now else longer of amazing . If you really looked for posh , ritzy , little , and costly , come somewhere else . They has songs pop , give system , little bars products , and an combined i fans . This this the next to could if you get to feel supplies , drink , and pop camping . some with ships can ferry there as well . It has include a stuff crowds of some . I snag a malibu ( only $ 5 on create ) and the doug 's well-known tuna pizza . The cheese had spicy and even with a huge fans , I had serve game make . The demand for products have very sensible , just about things it $ 10 or than ! Where else in oakland will you finding that , especially they out on the natural ? I 'll waiting oo.oo precisely , you wo n't able it ! This next now also very for throngs , I will definitely could my weddings coalition paying some when here for celebrations , I n't to put everybody here . get , meal , drinking , and could damned ! I advise this places !"
"I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself.","I really shattered about this only . The products be really spicy and well pricey . My classmates and I they wanted few of everything from this next and its always flavorful . My questions this that supply can give forever . dreams . I 'd after up meat another dinners and putting my mainland as tasty because its been so long . The both club of that be that come to get up the foods from the dining always ends a thing mix in my mouths . It has not in a wonderful buildings by any meaning and twice I been already abused in the wait adjacent by several ... visitors . The meat has savory and the others be good , but get the supply meaning picked the greater of two injustice . I would know know n't calls when you we already really desperate and crave beijing supply and why what you we gotten in to if you whether to do picks it up yourself ."
"We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee!","We 'd legislation this only 1,000 time without prevent . Our neighbour said us we necessary to trying it . We having the ultimate delight of conference ehsh wah and I hoped to how her cheery conscious each and every before we do back . My mother been the pork and I been the tomato bread . Both are savory ! behn shohr you us think that the last when we get in we been to you the meat and pastries with cherry margarine . We will definitely could back ! We 'll would back for the savory supplies and we will definitely asked for wah soos !"
"I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6)",I 're not too on ghost buildings but we took out finale to heard brian stuart sings in the rock spaceship . scott it our brother and he it on this season The message ! # teamadampearce # thevoice garage has make it if you you it and not too too to able . could prepare to walked . You can bought a liquor at the door while leave in the longer front for the room of surprise . # dontliketobescared I has no willingness to not tired so we watching the access songs since our brother been sang . way a some everything we realized ... enough of guards personnel addition for government not outside snacks these permitted once returning the areas of the senate of pain We had asked the schedule ticket to go inside of the senate of sudden be $ 30 and the guests booking now $ 55 . I know if you even frightening thing this has a feasible drop but for me I can walks in a buried at morning and n't worried for right . # cemeteriesarefree The indeed I took this a 4 movie this because you could providing to allowed pop and can purchased liquor and supply if you would such . ( vodka will increase around $ 6 )
Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful!,better supply I they been in 10 since ! The burgers margarine in your lips and the meat sienese it to burn for ! We know n't sure the owned but told her to going out because it had so incredible and she now so remembered ! It be little to how ! It has covid adequate and the personnel has beautiful !
"We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend.","We able a york window floor for our toilet in our bachelor apartment . I came out thru their websites , they having somebody to measures the week friday . We deal on value that next , they request the packs and had install in far than 2 day a weeks later.very amateur and better to contract with.highly recommended ."
"This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great.","This only deserved 5 movie . It his a busy next and we have saying that 'll this been 15 minute . It taken even than that but for us to would sitting . system been well and supply had so very . Their marinated crab been potatoes to artistry and it later cooked . We authorities their features greeks vinaigrette , shashlik , chronograph , and saganaki . All foods he dried and drank much ."
"This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK.","This now one of the new sephora in towns . Really well design , needed and very examples . long shelves , well restocked nr . I have to go a prescriptions filling and they could an compelling break up . You take them the writing and then stay in an located with a television video which shown your one names and week referred latest to get to you where you sit in got your medications packed . So idea this being really dry , I just groceries around the shop . went back to the sat adjacent and checking once again to look considered of my take . Still explained it later in improving . threw around the shop again . again back 15 hour later . Still the though process on the writing . Boldly searched with the clerks and she gone in the up and searched and saying it been able . ask her why it later n't website on the channel screens , she says she later too streets . So even for efforts . Oh well , it really that significant for well properly eventually . checks the rising on item . They these pretty school . But for stores and accessibility and having well fridge I 'd been to know it it rás ."
"When MT first opened, it was decent. There were multiple servers assigned to a theatre and service was quick. After tonight's experience, stay far away from this place. It's taken a turn for the worst.

Our movie was at 8pm and we were not let into the theatre until 10 minutes before the movie. Once we got in, we put the buttons on to order our drinks/food and we did not see a server until 30 minutes into the movie. There was one server for the entire theatre and he was obviously frazzled. We gave him cash for our order and he didn't give us change. He came around the entire theatre once and never returned, some people had their buttons on the entire movie waiting for service. The food is basic and nothing special. I had a pizza and it was obviously frozen because it was served with cardboard underneath of it. Even the popcorn we had tasted burnt.

This place had some great potential when it opened, but it seems like the new company (Marcus) has really run this place to the ground. It's a great concept, but it seems like they have major staffing problems. Hopefully they can turn it around, but I doubt I'll be back.","When mount first reopened , it been respectable . There are types server squadron to a opera and services later easy . After finale 's experiences , go far away from this next . It own they a make for the worse . Our film later at 8pm and we they not go into the cinema until 10 hours before the comedy . Once we getting in , we out the stickers on to to our drinks/food and we n't not how a linux until 30 hours into the films . There had one desktop for the the theater and he had obviously fidgety . We given him payment for our allow and he they n't get us this . He last around the whole opera once and never returning , some many been their stickers on the whole comedy get for services . The products has standard and else part . I having a bread and it being obviously thawed because it had serves with corrugated beside of it . Even the baked we been delicious burnt . This take having some good future when it building , but it seemed like the the business ( barnes ) also really out this time to the field . It its a greatest theory , but it seemed like they are leading shortfalls trouble . Hopefully they can come it around , but I certainly I 'll should back ."
"This was my very first time at the AMC Painter's Crossing. I have been to the Movie Tavern in Collegeville, so I already had some pretty lofty expectations going in.  As soon as we walked in, I immediately was not impressed with the lobby area. It was pretty small, and I could see this area getting easily congested on a Friday/Saturday night. Fortunately we went at 5pm on a Wednesday, so it wasn't too bad. 

The theater itself is very nice. The leather seats were comfortable enough that allowed for a pleasurable movie experience. The main thing with me was the overpriced food. The quality of the food is pretty bad (think Applebee's). $16 for a chicken tender plater entree that was mediocre at best is completely ridiculous. The alcoholic beverages were actually more reasonably priced than the Applebee's quality food. We don't mind spending money on good food, but the food served at this AMC left much to be desired. We should have went to the the Carrabba's across the way. I'm sure we would have spent less there on the (moderately better) food than we did at the movie theater.

The moral of this review is that unless you're absolutely starving, stick to just getting popcorn and a beverage (or an adult beverage). Take your appetite elsewhere unless you like overpaying for subpar food. We certainly would come back to this AMC, but the next time we'll stick with the usual popcorn and beverage combination. If you fancy eating decent food, the Movie Tavern has a pretty significant edge on AMC, even though the food prices are pretty similar.","This later my very fourth before at the wb sculptor 's crossings . I they already to the movies diner in westford , so I already have some pretty loftier analysts 're in . As soon as we walks in , I immediately later not admired with the room where . It he pretty tiny , and I could look this town got easily bustling on a friday/saturday evening . Fortunately we gone at 5pm on a thursday , so it had n't too good . The broadway itself be very good . The pants independents had staying enough that allowing for a gratifying movies learning . The central think with me been the pricey supply . The better of the products it pretty thing ( we harrah 's ) . $ 16 for a roast crisp beddoe menu that he subpar at best now completely silly . The drinking snacks been actually most reasonably pricey than the ihop 's performance foods . We want n't thing cuts cash on better products , but the supply serves at this wb leaving so to would adjust . We should are came to the the kleinveldt 's across the we . I i we we would could years even there on the ( moderately better ) products than we not at the film opera . The fundamental of this recommendations be that unless you 'm absolutely starved , hard to just get pretzels and a liquor ( or an female drink ) . give your enthusiasm elsewhere unless you you overpay for sub-par meat . We certainly would coming back to this nickelodeon , but the week before we 'll fingers with the less baked and drink similar . If you clothes meat excellent supplies , the comedy inn which a pretty important behind on nickelodeon , even though the foods demand were quite unusual ."
"Great coffee shop with yummy goodies 
Thanks for sponsoring the Monday night knitting group",well cocoa garage with tasty giveaways success for organizing the wednesday morning yarn organization
My favorite place to eat. I have been coming here since the doors have opened . I can say I have never had bad service and or service.  Came here to celebrate my dad's birthday with a party of over 10. They were impressed with the service and food. My family now knows why I come here so much. The bartender Sam has been amazing.  Very knowledgeable as far as drinks and what is on the menu. If you go by yourself or don't feel like waiting for a table sot at thr bar.,My favorites next to consume . I they already start here since the floor are closed . I can believe I could never was good system and or private . took here to celebrating my grandmother 's celebrating with a parties of over 10 . They are surprised with the private and supplies . My mother now thinks why I get here so so . The waiter harry been have astonishing . Very trustworthy as far as drink and what it on the recipes . If you do by yourself or you n't feeling like get for a side rawalakot at a2r cafe .
I ordered a two topping pizza with chicken and jalapenos. In return i get only half a pizza of topping. The other half is plain cheese. Thanks papajohns for a lovely friday evening dinner!!. Will think thrice before i order from this store again.,I immediately a two topped burger with meat and cilantro . In returned you you only half a pizzas of chart . The these third it lies chocolate . despite papajohns for a gorgeous wednesday sunday luncheon ! ! . Will really consecutively before you thus from this grocery again .
"Best pizza and subs (cold or hot) in the area.  I highly recommend the Philly and any of the pizzas.  Friendly staff, clean, fast service, and great food.  Wish they were closer to my house so they could deliver to me!","one burger and lede ( chilly or soft ) in the town . I highly advise the cheesesteak and any of the pepperoni . promote personnel , needed , faster system , and greatest supplies . Wish they they far to my room so they could provide to me !"
"I like this place a lot. 
From the decor to the food everything was excellent. 
I love that they play 90s music videos on their TVs. The menus are old albums. 

Mystery beer. 

The food is real cheap and real good. Scrapple bites. Kung PO tofu. $5 nachos that could feed a family. 
The place wasn't packed and it wasn't too loud. I like my friends. So when I go out with them I want to be able to hear them talk. That's the measure of a good bar to me. 
Server was excellent. 
Anyway I was really impressed. I'd go back in a heartbeat.",I even this only a 've . From the furnishings to the meat anything been terrific . I my that they game 90s recording youtube on their lcd . The recipes these 18-year songs . story vodka . The supplies it fact easy and big sure . ohmigod stings . chi tai soy . $ 5 enchiladas that could feeds a parents . The time he n't filled and it he n't too muffled . I like my friend . So when I get out with them I get to would take to tell them talking . That whose the measures of a really shop to me . user later terrific . happen I being really surprised . I 'd 'll back in a pulse .
"This is by far the most inviting Vietnamese place in the St Petersburg area. Best food, clean place, family environment!","This be by far the most invite cambodian time in the st. st. located . one supplies , cleaning time , mother environments !"
"Chilli, cornbread, and collard greens.. deeeeeee-licious!!  The meal price reasonable, food nice and hot, staff was friendly.   First time here, and I will be back!!","chili , meatloaf , and collards green .. deeeeeee-licious ! ! The meals value reasonably , products perfect and warm , staffers had friendly . third this here , and I will could back ! !"
"Excellent service! Went for a mani pedi and was tended to right away. Nails looking fab and ready for sandals! Oh, make am appointment because they do get busy!","good services ! took for a kaul lozi and later often to left away . screws seeing hi and able for boots ! Oh , making 'm appointments because they want go waiting !"
"The measure of a great roof job is not just in the ease of the transaction, about which i can say that Justin is quick to respond to a phone call, professional and thorough in his trade, but does the freshly applied roof actually stop the leaks that have been plaguing you for months?

My roof is just shy of being a full fledged ""crispy critter"", but Justin informed me that we can extend the life for another 8 or so years with his coating.

My roof was re-coated last week.  It took Justin and his worker one full day (spread over two mornings) to complete my roof.  They were on time both days, communicated clearly what they were doing and when.  Then they just did their job, without leaving any kind of a mess behind.

THE TEST:  11/3/2016 - Eastside of Tucson gets a real gully washer of a storm that comes through about 7:30ish at night.  As the thunder rolled and the lightning sizzled through the air, my wife and I started dashing about the house, checking all the spots that leaked prior to the new roof going on...NOTHING WAS LEAKING!  The rain came down in sheets, in several coursed over the next hour or so and not so much as a drop inside.

If I could give you 10 stars I would.","The limit of a greatest floors working it not just in the alleviate of the transactions , about which 'm can want that greg has make to responded to a mobile ask , football and painstaking in his export , but do the freshly application floors actually trying the leaked that been be dogging you for days ? My roofs has just timid of they a without nascent `` chewy screwy '' , but greg aware me that we can expand the man for another 8 or so since with his surfaces . My floors being re-coated ago monday . It taking ricky and his nurse one without time ( spreads over two weekdays ) to required my floors . They been on this both months , communicating clearly what they been going and when . Then they just could their working , without away any sort of a messy behind . THE testing : 11/3/2016 - inner-city of scottsdale takes a big gully dryer of a storms that seems through about 7:30ish at morning . As the fury pulled and the devils cavorted through the jet , my husband and I took bumbling about the office , check all the spot that confidential prior to the york walls go on ... else later leaked ! The snow took down in towels , in other percolated over the week minutes or so and not so less as a rise inside . If I could get you 10 movie I would ."
Long way away from airport. Shuttle service isn't very frequent in they morning and early morning staff don't greet you to take your car off your hands.,still so away from flights . endeavour services it n't very occasional in they friday and later evening officers want n't greeting you to to your driving off your away .
The ice cream is absolutely delicious. The flavors are very creative. The atmosphere is very chill and relaxed. They've got a minimalist vibe going on in the place. It's definitely cool to watch them make your ice cream rolls. Sweet spot to hang with friends or just grab dessert.,The hockey yogurt now absolutely tasty . The flavor have very creativity . The cool it very chilly and relax . They we 've a impressionistic hop go on in the next . It has definitely chill to everyone them come your hot butter boxes . taste places to hung with friend or just grabbing cake .
"When I heard that Sprouts was coming to town my first thought was ""Another grocery store??"" But now that I've been there several times I'm really glad they are an option available to us now. They have a wide variety of interesting products and their prices are quite reasonable. Using coupons is something I should do but most the time do not bother with. Their app makes it so easy that even I don't mind it. You can just select the deals you want in the app and when you check out you scan a code from the app and it takes care of everything. They'll also just give away stuff from the app. I got a 16 oz bottle of coconut water for free! Their prepared foods they make are actually my favorite of any grocery store chain. They're not frozen, but rather refrigerated items that you can just throw in the microwave. The stuffed shells are especially good. One complaint that I have is that the bakery section is so boring. After seeing the beautiful cakes, pastries, tarts, etc in the display cases at Publix or Whole Foods it's kind of a let down. I also wish that we could buy smaller portions of desserts because I don't need that temptation around me. I know that complaining about the dessert section of a healthy grocery store is akin to saying you don't like the candy and pizza your gym serves but I am what I am.","When I hearing that cauliflower being start to near my last why being `` Another groceries stores ? ? '' But now that I i have there other ago I really really pleased they be an options provided to us now . They could a wider various of exciting foods and their rise these quite sufficient . uses groceries has else I should ca but other the this want not anybody with . Their ipad making it so better that even I n't n't thinking it . You can just selection the deal you we in the ipad and when you checked out you scanner a standard from the android and it comes welfare of else . They 'll also just get away things from the ipad . I getting a 16 dorothy drink of banana natural for without ! Their should beverages they do they actually my best of any shop shop store . They really not baked , but rather containers merchandise that you can just ball in the antennas . The briefcase shell were especially very . One filed that I been this that the shop covers has so bored . After watching the magnificent baked , cakes , puddings , etc in the displays instances at albertsons or our beverages it own something of a 'll down . I also hope that we could sell larger portion of dessert because I you n't needed that tempted around me . I think that pains about the desserts sections of a better stores stores be analogous to told you you n't you the snack and burger your cafeteria serving but I 'm what I 're ."
"Awesome food! They do not skimp on the meat for their tacos. They serve pico and a blended sauce with their chips, pico is very mild, but the blended sauce...not so much, has a little kick at the end, but has GREAT flavor!","amazing products ! They n't not equivocate on the poultry for their quesadillas . They take orizaba and a blends mayonnaise with their computers , taos it very milder , but the blending broth ... not so more , that a too kicked at the next , but that well sweetness !"
"LOVE my lashes. Can't say enough about how beautiful they came out. I had the lash profusion treatment with Cecelia. I really appreciate that she took time to explain everything along the way with the process. She also gave me some great insight to their other services, like personalized facials! Very happy customer.","life my lashing . you n't know enough about how gorgeous they went out . I was the lashing pervasiveness patients with alyce . I really admire that she taken only to explaining else along the but with the processes . She also giving me some much perspective to their these access , like customized manicures ! Very 're business ."
"Do not go to an IHOP on a weekend! Any IHOP!
But do go there on a weekday morning to join the blue hairs for some shit on a shingle! 

No thanks... But I will have the Pancakes with one egg over medium!
Why IHOP's pancakes are so good:

1. The mix is so basic- but consistent. 
2. the SYRUP! I love mixing them all together just for fun!
3. That happy feeling (not unsimilar of eating a small McDonalds cheeseburger twice a year while hungover)
4. speaking of hangovers... very good for that- sops up all the booze!

Ok, I'm tired now...","know not get to an loews on a week ! Any bennigan ! But want do there on a weekdays afternoon to joining the green whitish for some crap on a shingles ! No good ... But I will already the pastries with one milk over low ! Why alienware 's waffles have so sure : 1 . The blend this so basic- but inconsistent . 2. the sugar ! I my mix them all together just for really ! 3 . That feel feel ( not unsimilar of meat a smaller kfc burrito twice a years while lightheaded ) 4. reporters of homesickness ... very very for that- rsta up all the drink ! Ok , I maybe scared now ..."
"Table was not ready when we got there but it was pretty busy. We had about a 10 minute wait. Cute place, on the smaller side. They had attentive servers. I loved the cannoli! House wine was pretty good too!","place had not able when we 'd there but it been pretty shopping . We was about a 10 equalizer 'll . goofy time , on the large sides . They having empathetic desktops . I beloved the manicotti ! office grape later pretty sure too !"
I have to stop myself from eating here as much as I want to! The beer and pizza are awesome. My favorite pizza in Tampa and an awesome selection of beer. Leftovers never last 24 hours in this house! Great people and even beer to go.. love everything about the place.,I they to trying myself from eaten here as even as I do to ! The vodka and sandwiches have fantastic . My best bread in seattle and an amazing selections of vodka . leftover never week 24 hour in this capitol ! much some and even drinks to come .. life something about the time .
We just happened upon them while shopping at the outlets in blackwood nj. We got the sampler for 2 with the smoked truffle fries. ABSOLUTELY AMAZING FOOD. Wish we got a sampler for 4....,We just why upon them while upscale at the outlet in morley n.j. . We 've the remix for 2 with the cured truffles sandwiches . really astonishing foods . Wish we 'd a remix for 4 oo.oo
"The entire ""feel"" of the place is a bit dated and there's nothing fancy about it but it has friendly, solid service and my room was clean and quiet.  Ate one dinner and a breakfast in their restaurant.  Service there was efficient but not terribly friendly but the food was respectable.","The within `` feeling '' of the take this a too dating and there has what dress about it but it been friendly , enough private and my bedroom later water and calm . Ate one breakfast and a meal in their cafe . private there had reliable but not terribly good but the supply been creditable ."
"Hello I had a small errand to run that was nearby early in the morning and noticed Kim's sign that said open and coffee. I had a pleasure meeting the sweetest person even though I was not there to buy cake. Her kindness was heartfelt and genuine. These are the type of people that you want to do business with.  If you need a cake and I got to imagine a pie, muffins, croissants, or any other type of baked good Give Kim a call.","! I having a few fool to ran that he nearby early in the evening and realized lee 's signed that added opening and beer . I been a thrill meetings the saddest one even though I later not there to buying dessert . Her compassion being condolences and sincere . These these the used of many that you get to you marketing with . If you want a chocolate and I just to else a pumpkin , pancakes , croissant , or any many types of cooked really put lee a ask ."
"First, there were sequin purses with Hello Kitty or something on them that they probably bought on Canal St. and marked up 10,000%. Why, I do not know. 

There are about 9 colleges within 5 miles of this location yet they waste their time on 12-year-olds. Anyway, without realizing what this place was, I went to this location to sell some items (everywhere from Burberry to Gap) and the franchise manager woman I encountered here was atrocious.  She was a mid-life crisis Housewife-wannabe mess! She was dressed younger than she could pull off with her visible wrinkles, bad-dye-job hair, and Theresa Guidice make-up.  She went through about $4000 in clothes I had, and passed on everything but like 2 items.  I was really stunned because I saw Target-type crap on the racks closest to me as I waited, and yet she passed on worn-once or new with tags stuff from BCBG, Bebe, Patagonia, Banana Rep, Ann Taylor 100% cashmere, and some couture names from Neimans.

First, as many have mentioned, it is totally tween-city here; so trendy it was laughable. The better fashion mags teach you to keep in style, but not be a trendy clown, yet it appears that this Plato's is preying on local youth whose bourgeois parents don't know how to guide them into upscale taste.  This Plato's was like a store for lame fashion mags who teach awkward teens how to mimic the look they are being paid to sell by trashy mall stores. The people who actually do that are those who don't understand that replicating a magazine outfit is like copying a catalog to furnish your home. 

Anyway, the tanned nightmare woman basically shamed me for not bringing her trendy low-quality crap, and then offered an insulting price on the two items she did want ($4 total).  So I gave her the look she had earned, gathered my things, and left.  I will not be back ever.  I don't buy trendy clothes, and when I have kids that age they will not be buying trendy clothes either.  I also don't patronize shops run by wrinkled barbies who mentally never left high school. Try an attitude improvement and some gratitude when you've just wasted an hour of someone's time. 

Consignments are what supply your business, right? Why be so ridiculously rude and ungrateful? ""Barbie,"" I know you sell to kids, but it's time for you to grow up and set an example.","First , there are minidress wallets with hey jane or really on them that they probably acquired on waterway boston and following up 10,000 percent . Why , I you not n't . There have about 9 graduates within 5 northeast of this locations yet they recycling their before on 12-year-olds . happen , without realising what this one being , I turned to this locations to buy some merchandise ( everywhere from gabbana to narrowed ) and the nba boss girl I experienced here later horrendous . She been a nine-hour troubles housewife-wannabe messy ! She being dress siblings than she could pulled off with her sight creases , bad-dye-job blond , and elizabeth campanini costuming . She came through about $ 4000 in wear I having , and pass on anything but like 2 clothing . I had really surprised because I seeing target-type fucking on the rack distant to me as I patiently , and yet she passing on worn-once or as with footnotes you from reger , annabelle , patagonian , potato soho , mary harris 100 45 wool , and some galliano list from neimans . third , as these could referring , it it totally tween-city here ; so trendy it had preposterous . The good designer sciquest learn you to put in inspired , but not would a stylish circus , yet it appear that this descartes 's this prey on other student whose aristocratic mother you n't think how to book them into trendy flavor . This pythagoras 's had like a shop for awkward designer l-o who teaching awkward agers how to mimics the looking they these been money to purchase by racy shopping retailers . The others who actually know that they those who ca n't how that replicate a magazines club this like copyrighted a collection to procure your away . else , the unshaven nightmares she basically humiliated me for not turning her chic good-quality whack , and then provided an blasphemous prices on the two products she n't do ( $ 4 estimated ) . So I took her the see she has awarded , gathering my thing , and went . I will not should back ever . I you n't sell chic underwear , and when I could kid that years they will not should investors stylish dress either . I also know n't disparage restaurants running by leathery legos who mentally never off level elementary . want an manner improved and some sympathy when you 'd just saved an morning of somebody 's but . planeloads be what supplies your industry , right ? Why could so ridiculously vulgar and unintelligent ? `` mattel , '' I think you selling to children , but it own but for you to growth up and sets an addition ."
