review,positive_score,negative_score,sentiment_diff,predicted_sentiment
"Looking for a beignet fix without the wait?  Cafe Beignet serves 'em up hot for a great price in a beautiful setting.  Find a spot in the courtyard and enjoy your food under the shade of the Louisiana State Courthouse. Or take your food to go as you stroll around town! 

All of their menu items are less than $10 but some are a little ridiculously priced - $9 for a cup of gumbo? I mean it's delicious and I want it and I will absolutely still buy it, but i could buy 12 beignets for that price! They serve a great standard breakfast (think bagels, waffles, omlettes, etc.) on top of authentic Nawlins specials like red beans and rice, jamablaya, gumbo, and muffalettas.  

I've come here every time I've been to New Orleans, and I'm always pleased. Even in the busiest seasons, they have friendly and fast service, and their food maintains its quality.  Definitely worth visiting if you're looking for something off the beaten path.",-3.9146948,-3.9186459,0.0039510727,Positive
The food was great.  I loved the crawfish and mussels. I had extra hot sauce and it was delicious.,-3.959578,-3.975874,0.01629591,Positive
"Nice rooms, good amenities, like that's it's all right there! 

Downfalls - customer service and lack of security! My last trip in May resulted of a $1500 jackpot... YAY! And my car being stolen in their parking lot... BOO! 

When we hit the jackpot it took me going to the casino host station with 4 standing around talking to get someone to assist us in our hand pay and when I asked the gentleman was rude and stormed off to find the machine and my boyfriend on his own. Sad that a happy moment had to be ruined with someone's poor attitude. But we let that go and went on with the night. The next morning was our checkout day. Had everything packed and dog in tow and headed to the front desk to return our room keys. Walk out to the parking lot to where we though we parked the car and it was gone. Hit the panic button on the alarm and it wouldn't register. The key fob kept telling us it wasn't picking up a signal. Boyfriend ran over the hill to check the other parking lot and same thing. My heart sank! This couldn't be happening! We went in to the front desk spoke to security who asked if we were sure we parked there (I get it people get drunk and stupid and lose cars, not the case) we said no we remembered where we parked and we were sure this wasn't a bad joke that a friend had pulled. They said a guard would meet us out front. The guard who met us out front showed up in a van and explained that the resort may have relocated the car to a different area of the parking lot... UMMM WHAT?! So here we are bags and dog in two and he says he'll drive us around the parking lots. And just sits in the van. Boyfriend asks of we could put our bags in he says sure and doesn't even offer to help or open the trunk so we can throw our bags in there. So I decide to stay back with bags and dog. *Plus side - a very nice bell desk clerk offered to help me bring bags and dog back to the curb so I could wait when he overheard the car was stolen.* After they got back from driving around the entire parking lot we were escorted to the security office and they once again asked of we were sure that we came back Friday night and if that's where we really parked. Yes we were sure again! They fed us some crazy line that the police wouldn't come to us and we would have to find our way to them. Didn't offer us a place to sit no water nothing. I finally decided to take matters into my own hands and called Reno PD non emergency number because really the car is gone and who knows when it went missing between Friday night and Sunday morning! They explained they would definitely be sending an officer out and that the casino had given us the wrong info for how to file a report. About 3 hours after checking out we had finally gotten somewhere and it was no thanks to GSR. Security was not empathetic or really even friendly and after being asked multiple times if we were sure we didn't lose the car I felt judged and labeled. Not once did a head of security speak with us and the hotel manager or some type of manager never made an appearance, call or email. 

I used to love going here, but after they handled this I just don't feel safe or secure on their property. I can't trust that I or my family and belongings will be safe. It's an unfortunate incident. Even after trying to reach out to GSR ourselves we had no luck in hearing from anyone of importance. I waited as long as I could to write a bad review because I wanted to give them a chance to respond to emails, calls and feedback from the surveys they've sent me and I've heard nothing. Not even an I'm sorry this happened.",-4.0105243,-4.009894,-0.0006303787,Negative
"I went her on a wed night with my girlfriend. She is a teacher and doesn't generally drink during the week. She got harrased for ordering a diet coke. I ask for a beer, no domestic on tap, so I ordered a leffe beer, they ran out. The bartender said she would give me a taste of a beer she thought I would like. Then she proceeds to take a food order and finally gets back to me after ten mins. I didn't care for the beer she let me taste, and I asked for a coors light. She said she didn't want to give me one because she only had a few left. At this point, I gave her a few bucks for the coke and she told me to walk down to Pepperonici and they had beer there. I noticed the owner, who didn't seem to care one way or the other. From reading the other posts, its seems the place has a major attitude. Don't bother going here, just head over to Tatoroes or Pepperonici. Your treated a lot better at both of these establishments. I have lived in Conshy for over 10 yrs and will make sure to tell my friends to avoid this place at all costs",-3.8708625,-3.871431,0.0005686283,Positive
"We were patient with the bad service due to the New era of our pandemic and the recent increase in minimum wage. However we quickly came to realize this place caters to locals only. We are locals but they just didn't recognize us. We were asked to move from our place  because more important people were coming into the restaurant. Horrible customer service, Took forever servers are not Efficient food however was good. .",-4.704561,-4.6913996,-0.013161659,Negative
We shared the the NYC with onion rings. It was very good. Not quite as much meat as you get from a good Jewish deli like Brent's in Northridge. It was flavorful and well balanced. The onion rings are some of the best I've ever had. I really like the pickles too.,-3.631068,-3.6495886,0.018520594,Positive
"I give this Starbucks team a big thumbs up!  They know my drinks, my food, my name.  What incredibly personalized service with a smile.  You make every morning a complete delight!  Thank you for being my Cheers!  Christy a.k.a. Tall nonfat no whip mocha!",-4.5501876,-4.5352764,-0.014911175,Negative
"Very fast and definitely know what you want. I was visiting Philly so I really didn't know what I wanted and the line was going super fast. The cheesesteak was good though, I'll try a different place with more of a calming presence. Overall, it's always popping business over there, you won't be disappointed. Try the Philly taco out, I messed up and going to Jim's first, go to Lorenzo's Pizza and then Jim's to roll up the cheesesteak into the pizza! Also only cash! So beware, it's lacking in the meat with no flavor so get onions!",-4.1231866,-4.117933,-0.005253792,Negative
"I've always enjoyed oysters. However, being from Southern California, they are not always available. Having an oyster bar at almost every restaurant was one thing I was really looking forward to during our trip to New Orleans.
Acme House did not disappoint.  My wife and I went there twice during the week stay. Both times we got lucky and were seated right away. I've read reviews about the line going around the corner and was thrilled we didn't have to wait in the heat. 
The staff was extremely nice and helpful with their welcoming suggestions. We started off with a dozen raw oysters and a dozen char grilled oysters. Hands down, the best I've ever had. 

Another great thing about this restaurant is the draft beer selection. I really enjoyed getting acquainted with the local beer, Abita. Some were better than others, but that's generally the case for most breweries. My favorite is the Andy Gator. I only came across a couple of places that served this beer and was thrilled to find out they even had it on tap! 

If I ever return to New Orleans again, I'll be sure to make this one of my first stops.",-3.366299,-3.3757696,0.009470701,Positive
"What a cute place.  Right on central in the hustle bustle of downtown.  We had the NY style pizza and an antipasto salad.  The crust was very good, and the salad was fresh.  We would definitely go back and try something else from the menu.",-3.9269938,-3.9309244,0.0039305687,Positive
The food is good but agree with reviews on food temperature. They fix that and this would be a 5 star place. Great service. Pretty authentic food and good variety. This review is about 6 months old. I'm hoping things have changed.,-4.438943,-4.444697,0.005753994,Positive
"I saw a picture of a burger from this place that looked so delicious that I felt that this place was basically daring me to come in and try. This place is a little expensive and looks very nice. We walked in and got a table right away. I have an affinity for sweet girly drinks, in particular mimosas. I had seen some women drinking some on a balcony before I came in so I was really craving one. The waitress said it was no problem and brought back a very tasty one. I ordered the burger and unfortunately they were out of fries. They offered to substitute something else but I really wasn't in the mood so just ordered the burger. I figured this way it would have to stand on its own and I would see if it measured up. It really did not disappoint. You can really taste it when you eat a quality burger, one that crumbles in your mouth when you take a bite and this was such a burger. I wouldn't eat here everyday but it was really a tasty burger.",-3.409845,-3.4183855,0.008540392,Positive
"A high 4 out 5

First time coming to this place and i did not know what to expect. But my tastebuds and mind was blown when i entered here for a late night snack.  They have a variety of drinks from milk tea, bubble tea and fresh smoothies and all. 
The price is a dollar more than other places such as dream tea. But it is completely worth it in all aspects.
We had ordered 2 bubble teas, hot pudding milk tea, along with bubble waffle, ice cream wagurt, takoyaki, yam fries and their taiwanese style popcorn chicken.

The bubble tea has a half sweet, regular, extra sweet option, we went for the extra sweet and it was just perfect for me and my girlfriends tastebuds. We got the avocado+banana and just honeydew both with lychee jelly.

The hot pudding mango milk tea was also reallly really good. 

The Bubble waffle came out first and it was well decorated and presented well and their waffle was amazing! You have got to try it!

The icecream wagurt is basically bubble waffle but just all in a cup with more and more. It was too much for our taste buds tonight but it was still good.

And now the TAKOYAKI. I was never a fan of it until tonight!!  It is such of a better quality compared to other places we had been to. And i really enjoyed it. Had a nice light crisp on outside and the inside wasnt tooo too mushy it was just perfect and the flavor just stands out really well.  Goodjob purple bubble im officially a fan of takoyaki as of tonight i will be coming back for it!

Their yam fries were just different but original.  I enjoyed it well. They gave a good amount. 

Lastly, the Taiwanese style popcorn chicken was just right to end the night.  Gave a generous amount and u can tell it is better quality from the minute u see it.

I gave it a high 4 out of 5 because we came here during late at night and had really good quick easy prompt service,  i dont know how they are when its earlier in the day with students being on break or whenever its just a busier day or night.",-4.020494,-4.020236,-0.0002579689,Negative
"i do nearly all of my grocery shopping here, it's more than worth the drive from Claymont. We have cut down significantly on our grocery bill since we started doing so. Their meat is a bit pricey, but we more than make up for it by the low prices of their frozen fish, produce and dairy, even organic! I also love their housewares and personal care items; I get my shampoo and body lotion here, and my laundry detergent, dishwashing soap, and dishwasher powder, even cardboard scratchers for my cat! So reasonable! They have all the basics plus tasty novelties exclusive to TJs for when we want a treat. It can get crowded on the weekends, which can be overwhelming, but the staff always takes it in stride and is always friendly and helpful. I dread the thought of moving away from here!",-3.9341087,-3.928519,-0.0055897236,Negative
"I'm embarrassed to say how long it took me to get around to trying Rotier's, and immediatly regretted the wait when I did.  Easily the best hamburgers on the West side of town, it's unassuming apperance is refreshing compared to near-by chain restaurants flashiness.  

It's small, dark interior is contrasted with the bustling atmosphere.  People of all kinds, from families with children to Vandy students to tourists and everyone in between, frequent this establishment and once you taste their cheeseburgers, you will know why.  

Their specialty is the Cheeseburger on French Bread which is filling at its moderatly priced five dollars.  Sides are all extra but worth it (I reccommend the onion rings).  They do not have a soda fountain so if you're a big soda drinker, watch out.  They serve small bottles at $1.85 a piece which can add up if you're thirsty.  

The restaurant is small, so a wait is sometimes necessary but the staff is friendly and the table turnaround time is quick.  I wouldn't reccommend taking a large group of people there unless you're willing to split up into several small groups but other than that Rotier's is well worth the visit!",-4.043096,-4.0438495,0.0007534027,Positive
"The Kenner location is so much more chill and low-key than the FQ location; that may be a disappointment for some people but it was refreshing for me.  I love being able to bring out-of-town guests here without having to make the trek into the quarter and hunt for parking, then sit exposed to the elements and fuss with trying to order from a busy waiter while seated at a tiny table; here you go through the line and place your order and pay at the cash register.  The beignets are just as good, fortunately.",-4.204922,-4.2125096,0.007587433,Positive
"I don't mind spending a premium on food but there's nothing here even worth charging a premium for.

I was excited for the store to open because it was in the neighborhood and was super excited to check it out. The first red flag was before I set foot in the store, the price of fire wood being double what it cost at the mobile gas station, Schnucks, and Dierbergs all by the way within a one mile radius.

I understand stores charging a premium for specialty or gourmet products but when Driscoll's brand raspberries, strawberries, blackberries and blueberries are all more than three times the price here than they are in the grocery store literally less than 500 ft. away it seems like the management team failed their year 1 basic economics class. Granted the bakery and meat department can have a façade of gourmet premium goods and charge a higher price here; it's way out of line to do so on known brands. At least peel the stickers off and slap something else on there.  I love the idea of their select your own candy but at lobster weight prices my sweet tooth can wait long enough to literally cross the street and spend ¼ the amount to get 5 times the quantity.  

I went in wanting to buy a premium, higher quality product, specifically asiago cheese and looked to find they only had one brand; ""Belgioioso"" brand cheese. Belgioso brand can be found at any of the several grocery stores within a  1/2 miles radius; which is exactly what I did as I went across the street and spent half the amount to obtain the same amount of cheese. 

The people who shop here are probably the ones who eat the Toblerone candy and raid the mini-bar in their hotel room after having lunch at the airport.  I'm not sure what the draw here is aside from the ambiance, hardwood floors and classical music but I'll save spending premium prices for actual premium goods.",-4.2819114,-4.2829247,0.001013279,Positive
"Pay no mind to its previous reviews, this brand new county library branch just opened mid-May replacing the former, and it's super nice, y'all! Built from the ground up, this place is gorgeous!! 

Kids section - enclosed and pretty much off-the-charts cool, my kids love the interactive play options (see pictures of amazingness) and I love the natural light, comfortable seating for adults, always-available children's librarians, bathroom inside the kids area and selection of brand-new books. You gotta see this.  

Meeting rooms, classroom space, copy center, vending area & an OUTDOOR READING PATIO (wha?!) are all extras in this beautiful library.",-4.481655,-4.4813743,-0.0002808571,Negative
"A Chinese restaurant that only uses half the space. I've only ever seen that closed half used for special occasions or party events. That half also has their only change table in the women's washroom, so you would need to inquire if you are dining in the main service area. That being said, there are 2 individual washrooms on each restaurant side, which are tight but functional...kinda of reminds me of a public transit washroom, nothing fancy & a little run down. High chairs & boosters are available, plus kid size cutlery if needed. 
Place looks a little dive, but food is where they shine... just don't order the ""western Chinese"" food and you'll probably have a better experience. The bilingual menu helps if you can't read characters (like myself). Servers also speak Chinese if you prefer- hubby & in-law spoke Cantonese to them. Servers are friendly, attentive, can better describe their dishes than the menu, comment about portion size & what's a better deal.  
There's better value to order a meal deal for multiples rather than solo dishes to share. Those meal choices come with a very simple beef broth soup with veggies (like carrots & lotus), and a dessert of sweet red bean soup with tapioca (I feel that one's an acquired taste). Those are typical accompaniments for most Chinese restaurants I've been to, flavour doesn't really vary between restaurants either. Service was impeccably fast, as food started popping up on our table within 5 minutes or ordering. 
Dishes we tried included: garlic soy chicken, chicken & pumpkin with coconut milk, sole fish & green beans, shrimp & peach yum yum, wonton noodle soup, and green onion cake. They were all pretty good and not spicy, but my fave was the sole fish with green beans (which were so tender crisp for a veggie). Portion amounts are nothing to complain about either as we end up with leftovers every time we go.",-4.340593,-4.3391495,-0.0014433861,Negative
"This stadium has some nice features to it but overall is not great. The clubhouse that opens up before the actual stadium open is fun and has plenty of games to play. The drinks are cheap (for a baseball stadium) and they have good food. I didn't get a chance to go to the touch tank but it's a fun addition. 
The field is awful. The seats are tiny and there are no cup holders. I felt very claustrophobic while sitting in the seats.
Parking is horrid",-3.4406753,-3.4405725,-0.00010275841,Negative
THIS PLACE IS AMAZING!! I went for the first time a few weeks ago with a friend and went again tonight with another friend. They have some of the best Mexican food around & the customer service is wonderful. Of course my favorite part is all of the decor! It's truly wonderful and probably one of my favorite restaurants now. Also for dessert I recommend the fried ice cream,-3.5516405,-3.5646524,0.013011932,Positive
"This place lures you in with its smell of chocolate, and popcorn and taffy. They have dipped marshmallows with chocolate or butterfingers and oreos, it was delicious, everything was so good",-4.5682034,-4.564395,-0.0038084984,Negative
"This is my 3rd time here, my kids always have fun. Its very little place but they have some good rides. The water park is the best spot in this place, we always  spend at least 5 hours playing in the water. 

Food: For get it! To all the parents i would suggest to bring your own food some snacks or some cold sandwich. It takes long time for everyone to stand on the line just get the food. I was on the line for almost 1 hour and its always the same situation every year. They don't have enough preparation for the guest knowing its the same amount of people everyday. After we got our food and ate, guest what happened? After 30min we all run in the bathroom coz our stomach are all messed up! In my experienced the food here is not properly prepare and no proper handling. My advice to everyone please bring your own food just to make sure its clean and you don't have to wait for long time!

The watcher: This lady,mom or you called parents was cursing to her kids like no tomorrow! She's using un appropriate words, funny thing is the watcher didn't even say anything. Sesame place is a kids and family place, they shouldn't allowed any trash talking inside the premises. I don't want my child to pick up any un appropriate word.

Bathroom: Is always clean, they have designated person in charge of maintaining the bathroom clean.

My suggestion is the management should step up and maintain this place the way it used to be.

I think this is my last time.",-4.129249,-4.1222763,-0.0069727898,Negative
"Return visit to First Watch Palm Harbor was extremely better.
Will continue to eat there in the future!",-5.388087,-5.325279,-0.06280756,Negative
"Made an appointment on a Sunday night for a Monday cut. Was met by Adrian who took my temp amd offered some hand sanitizer. Awesome experience, awesome cut, $10 cheaper than other nearby, similar shops. Can't reccommend highly enough!",-5.3390627,-5.3241796,-0.014883041,Negative
"Such a friendly place and an interesting group of people. It is a local bar and beings as though it is in the gayborhood, you can expect to see some older queens in here who love their drinking. 
The mayor is one of my favorite regulars. 

Right now it's currently undergoing a redesign and I can't wait until it opens up again.  That will be an event!",-3.9663475,-3.9669309,0.00058341026,Positive
"Heard of burger republic for years but somehow never tried them. Tonight I decided to change that. The ambience is nice but the music is really loud. It was really clean and the wait staff was very kind, fast and courteous. The menu is moderately priced but can go up depending on what you modify your food to. I ordered the maple bourbon spiked shake, it had a hit you in the face whiskey flavor but it was good. We got the fried pickles and peppers app, which I highly recommend. It's basically a steal for $6. I got the Tennessee burger medium rare with fries. The burger is magnificent. I wouldn't change a thing about it. The fries on the other hand are completely soggy, I recommend double frying them so you get a crisp exterior with the creamy interior. My friend got the 7ven medium rare with bacon Mac and cheese. The burger was good but we both agreed mine was better. His Mac and cheese was bland, it needed salt and pepper. Overall I enjoyed my experience there. My server Fernando was awesome.",-4.0893164,-4.0948935,0.0055770874,Positive
"Quality meats,  delicious baked goods,  tasty prepared foods, freshly made juices made to order . Huge selection of everything!!! My husband and I shop there weekly.",-4.9001374,-4.8662367,-0.033900738,Negative
"My first trip in a LV store and I went in on Mother's Day with a purpose. They were extremely busy but able to acknowledge the waiting customers.  When it was my turn I was lucky to have Jory help me.  He showed me the bag I went in to see, listened to my wants and knew of a bag that would interest me. The whole time I was there he was very pleasant to work with. After my trip back home to Chicago, I opened a card that was so sweet....Thanks Jory!!!",-4.0158677,-4.022093,0.006225109,Positive
"This is the second time my boyfriend and I ate here, and we once again were amazed with the food, service and overall experience. Concetta is a doll, and really makes that place feel like a home! I already can't wait to go back!",-3.7728078,-3.7766976,0.0038897991,Positive
They charge a ridiculous amount for Vegan cheese. I find it hard to believe that vegan cheese warrants an extra $3 for customers who choose it. I hope they change the price because I don't plan on coming back until prices change. They also put less than half the amount of vegan cheese on my pizza than the dairy cheese on my friend's,-3.6111352,-3.6174533,0.0063180923,Positive
"The Atlantis Steakhouse is my favorite restaurant. The meals are perfect every time. Ali SarSangi does a wonderful job making all of his customers feel welcome and special. Keith, John, and Robert provide outstanding service and attention to your dinner.",-4.2023726,-4.21814,0.015767574,Positive
"My second and LAST time there.  Tried to have a nice meal here with my partner and it all went downhill pretty quickly.  There was a woman working there so obviously homophobic it absolutely ruined our meal.  She begrudgingly brought us glasses of water but no menus.  We noticed everyone else she ""greeted"" got menus immediately when they sat down.  We sat and twiddled our thumbs until a male employee came up to us and asked ""Do you need menus?""  I stifled my reflex to say ""No, we memorized every item on the menu and are ready to order"", but instead said ""Yes, thanks.""  My back was to this female employed but noticed my partner was really quiet throughout the meal.  He told me when we left that she basically stood there and gave him the nastiest looks through the whole meal.  If she has such a problem with people's sexual orientation than she needs to return to her country where homosexuality is illegal and you can be killed for it.  She surely has no problem though benefiting from the money we spent on what will be our last meal there.",-3.9052296,-3.8943465,-0.010883093,Negative
"Never a wait, good coffee, good breakfast snacks, friendly staff. It's a great addition to a gentrifying neighborhood. Consistent quality seems to be an important item for the proprietor. I have gone in many times and seen him re-do my espresso until the crema was up to his expectations. The espresso is not near the quality of the finer espresso makers in the city with better equipment (e.g. Naked Chocolate), but definitely satisfies my espresso and breakfast needs every morning.",-4.134862,-4.144294,0.009431839,Positive
"I've had it 3 times, at different places.  I've gotten the club sandwich which is delicious and HUGE.  It comes with turkey and chicken, which is a little weird.  First time I ordered it as is, then second time I got all turkey and it was a much better decision.  I asked to have them not put the middle piece of bread just because the sandwich is piled so high, and they said they couldn't do it... The chipotle mayo is really good but pretty spicy, my sandwich was smothered in it.  

I got the Reuben sandwich at the IV location, it was average.  Not big at all and pretty pricey, definitely won't get that again.

Overall, the club sandwich is really good, highly recommend.  A little on the pricey side, but the club is at least huge so it's worth it.  Not sure if the IV location just had a smaller portion for some reason or if it was just the sandwich I ordered.",-3.664497,-3.669212,0.0047152042,Positive
"Customer service was OK. Food was OK, not great and definitely not the best chicken I've ever had! The honey biscuits are good! I order 3 piece tenders and they were greasy. Fries were seasoned and average! No need to try again....",-4.33334,-4.3322906,-0.0010495186,Negative
The greens were killer. The catfish was the best I have ever had. They were out of a couple of staples like Mac n cheese and tartar sauce. I'd recommend to anyone in town.,-4.1094384,-4.0984025,-0.011035919,Negative
"Best Market in Town! Tons of places to explore and get local fresh produce, cheeses, meats, totally love the fresh sausage places.

Some places are expensive, so browse around and you can find good deals. The vendors are super friendly. Not the cleanest place in the common eating area, but it gets a ton of traffic. 

The Spices/Nut shop is the BOMB for loose by the pound spices. I will never pay full grovery store price for spices again. I got a HUGE handful of bay leaves for $1. Compare that to 10 leaves for $6.99 and it doesnt take a rocket scientist to figure out where to go in the future for spices! 

Must stops are the Beiber's donut place, and the Olive Oil/Balasmic Vinegar vendor. So many gems in there. 

Closes earlier -- not open late at night!",-4.4685955,-4.463532,-0.005063534,Negative
It's insane how goid this place is and how few tables are occupied. The line should be out the door. Everything is cooked to order and made in house.  The bbq shrimp poboy is the best ever. The eggplant sandwich is fu#&ing awesome. Do yourself a favor..eat here.,-4.7715607,-4.746081,-0.025479794,Negative
My family ate here to mixed reviews. Most if us quite liked it. A couple didn't quite as much. The food is mostly authentic and there is a yummy salsa bar as well.,-4.5377994,-4.5309706,-0.006828785,Negative
"This place is so gorgeous, I may or may not like this place better than Forest Park. Walked around after going to the Farmers Market which was in the park and there were so many amazing things to see here. One of my favorites was the Victoria Lily Pads which are also in the Missouri Botanical Garden too. There were so many small ponds full of different types of lily pads.

The park is very walkable. Especially during early October in the crisp of Fall, it feels like you are in the Forest Gump movie with all the highly saturated different types of foliage surrounding you. Highly recommend coming here and will be back to do some yoga or to play badminton in the park!",-3.8575354,-3.8585145,0.0009791851,Positive
"has been in business in one form or another since it was 16th Street Bar & Grill in the 1980s.  

Monks Cafe offers a HUGE variety of brews, a very full bar, a superb & eclectic mediterranean menu which is reasonably priced, and a very hip atmosphere right in the heart of downtown, the art school area, the theater district and essentially all that is happening.  

They dont take reservations but no worries-just stand near the bar and imbibe!  

they have two tables in the front for people watching and a good sized rear room for dining.  best time to go is a week nite.  

this is one of the unsung jewels of philly cuisine.",-4.04509,-4.0459023,0.0008120537,Positive
Big fan of hot pot and was excited when I heard Chubby Cattle was coming to Philly. Did not disappoint. Everything was really good - would suggest sticking with the meat over the seafood though. Tried the house broth which was really flavorful - will try the spicy one next time. Our server Way was attentive and helpful. Would recommend - check this place out if you're into hotpot.,-4.490123,-4.4897146,-0.0004081726,Negative
Great place for locals and tourists.  We took some out of time family visiting the city and stopped for ice cream.  Wish more shops were open on Sunday but that's only because it seems a bit empty with half the place closed.  Still worth a visit!,-4.3310366,-4.310131,-0.020905495,Negative
"Oh my gosh ! Terrible. My wife and I dropped in after a show last Sunday night around 11:00 pm. Place was crowded, loud, and had quite a few drunk college kids. We were given a table on the 1st floor near the bathrooms. What can I say about the food ? I ordered a bbq chicken club sandwich and got some sort of greasy hamburger bun with an undercooked piece of chicken literally swimming in BBQ sauce. What a mess. Took two bites and was done. French fries were cold. My wife got a salad with chicken tenders that again was no good-- iceburg lettuce, it was obviously made many hours before. The fly in her water glass was an extra bonus. The waitress was nice, but clearly overwhelmed. This whole mess cost me about $50
I honestly would have rather given the money to a homeless guy.",-4.091544,-4.088338,-0.003206253,Negative
Staples....just not enough of them....Office Depot fills in the blanks.  Always what I am looking for....good prices.,-4.90221,-4.865741,-0.03646946,Negative
I was very pleased with my experience taking the road test at Driven2Drive. Starting with when I called to make the appointment I had the best costumer service. I've been driving over 10 years and having to go through all the testing again definitely made me nervous; Ed was really good and explained me the process very well. I definitely recommend it!,-4.023922,-4.0424824,0.01856041,Positive
Excellent food and very good service.  My wife and I have the no. 1 meat combo platter.  Everything on it was very tasty and had a nice balance.  Well seasoned but not overly spicy.  Will come back.,-3.8868396,-3.9031606,0.016320944,Positive
Awesome display of architecture. The museum inside is very good. Lots of old war artifacts. The view from up top is amazing! I wimped out and paid the 2 bucks for the elevator. It was well worth it!! There's no way I could have walked all those steps.,-3.9087808,-3.9125404,0.0037596226,Positive
"In short, I couldn't even tell you how the food or beverages were because the service was SO BAD. 

We had a large party of 10, and the hostess said they could seat us when 5 people arrived. After we had 5 people, they told us we could not be seated until 3/4 had arrived. When 7 had arrived, they told us they could not seat us until the entire party had arrived. FINALLY, when our party arrived, they told us they gave away our table and sat us somewhere that was much too small for our group.

While we were waiting, they would not even let some of us sit at the bar and get a drink!!!

Our waitress was not attentive and unmemorable. 

Maybe it was because of our group size, but I would not recommend this restaurant.",-3.3697503,-3.3637424,-0.00600791,Negative
"The worst meal I've had my entire vacation. Overpriced and terrible bland food. 50$ for two Po boys and fries. Both were terrible. Extra charge to put lettuce, tomato and mayo on the sandwiches. Terrible experience. Go to Joey K's instead!",-4.7125115,-4.669477,-0.043034554,Negative
I was underwhelmed. 4 little 2 bite desserts and the last remaining slice of cake for $19.,-4.7635255,-4.725974,-0.037551403,Negative
"This was our second visit for breakfast.  Thought I'd try the avocado omelette with bacon and mozzarella.  Sadly, there were microscopic pieces of avocado, a half pound of bacon and little mozzarella.  Very disappointing.",-3.7829204,-3.7785625,-0.004357815,Negative
"I'm usually a fan of Kobe's but this Kobe's doesn't seem like a traditional Kobe's. The experience was just disappointing. We came here for a business lunch, booked a reservation for 12+ people the week before. You'd think that they'd mention they don't do the ""hibachi dinner performance"" (hibachi and teppanyaki) at the time of booking because why else would a large group of people book a table for lunch at Kobe's? This is a small location so the only large tables are the teppanyaki style tables. They seated us around a table and then she says ""you guys know we don't do the tables for lunch right?"" Uh no... maybe partially our fault for not asking or doing our research ahead of time, but a good service restaurant should know to mention this. I also felt rushed when she came around to get orders. The food was ok, didn't seem very hot and my drink was never refilled. She couldn't be bothered to bring out menus again so we could see the desserts. Instead she just rattled them off by memory. The dessert was actually probably the best part of the meal and if I had to take a guess I would say they they were frozen store purchased desserts. I could be wrong.",-3.9954522,-3.9946592,-0.0007929802,Negative
We really enjoyed this quaint hotel with its beautiful courtyard.. It was very quiet yet close to Bourbon St..great staff and a reasonable price which included a continental breakfast of delicious pastries .,-4.7796354,-4.786772,0.007136345,Positive
"I've gotten my hair cut and colored here by Julia on two occasions. Both times she gave me great hair color and cut, and it's grown out well and I've been happy with it. 

I also had a mani/pedi here, and the technician was great and the service was fine but the pedicure seating is not very pleasant for one's back. The seats are too straight and I was squirming trying to get comfortable. I know salons hate the pedicure ""thrones"" but they really are more comfortable. 

If they changed the seating I'd book a pedi again, though. The service was very good.",-4.0452466,-4.046428,0.0011816025,Positive
"Rafferty's is definitely our favorite restaurant in the Rivergate area. Salads and burgers are great, steaks are pretty good and the all you can eat ribs on Wednesdays are awesome and a good value if you're starved. The service is definitely hit and miss. Last night I got Richard F, who is an amazing server. Attentive but not hovering. Decor in Rafferty's leaves a little to be desired, and the carpet looks strait up 1977 Ramada Inn, but that certainly wont stop me from returning. Access is good and parking is sufficient. Prices are about what they are at other comparable places. Rafferty's reminds me of Sportsman's Grille, but less pretentious.",-4.2572303,-4.25696,-0.00027036667,Negative
"Just got home from here. The breakfast choices are abundant and it was hard to choose. I had one of their skillet meals, hash browns with meats and mushrooms (it comes with green peppers too but I'm not a fan so I asked for them to be omitted). It also comes with a side of 2 very large pancakes which were really good. The skillet meal was HUGE and delicious. I brought more than half of it home. Bessa is awesome and added to our enjoyment. So glad they have moved into a place close. Can't wait to try other choices as well as their lunch menu.",-3.9909368,-3.9972737,0.0063369274,Positive
Made an appointment for 11:45.  Arrived at 11:40 out of respect for their time.  Waited over 30 minutes and still not called back.  I am assuming they would not appreciate it if showed up 30 minutes late.  Won't go back.  Can't predict when my appointment might actually be.  Very disrespectful.,-3.9139786,-3.8996277,-0.014350891,Negative
"I agree with the previous reviewer.  Bon-ton is pretty cool.  I just bought a pair of jeans there yesterday.  They have good prices, but are a bit more organized and have less ugly things than, say, TJ-max.

Of course, as someone who is not 6'5 and 250 lbs, or 5'6 and 250 lbs, their large number of sale items that fit such people well can be frustrating.  Still, I think the problem is much greater at lots of other discount stores.  Definitely worth a visit.",-3.8612893,-3.861338,4.863739e-05,Positive
Got my hair cut by Ida after a very long time and she did amazing. Kind and sweet and listened to what I wanted and did exactly that. New to the area and was looking for a close salon. I definitely recommend this place!!! Thanks Ida!!!,-3.9116542,-3.9042063,-0.007447958,Negative
"This is a pretty standard hotel--small, cozy, boutique-y. Nothing too special about it. The service is good--everyone was super friendly. The rooms are small, but well-appointed. On a random note, they have those flush-with-your-foot toilets. Seemed somehow industrial and out of place. ANYWAY...

Montecito in general is very sleepy and quiet. The hotel is right near the freeway for easy access to downtown SB (less than 10 minutes). We were here for a wedding at San Ysidro Ranch, and Montecito Inn is 5 mins or so from there.",-4.032581,-4.037461,0.0048799515,Positive
"How does Arby's run out of Roast Beef?
Then they're also out of my second choice.
Don't waste your time, just go someplace else.",-4.2949424,-4.2985044,0.0035619736,Positive
