text,augmented_review_mechanical
"Not my favorite place to eat but sometimes you just want a cold beer and wings, when presto, Hooters was right in front of us. So in we went.

I've eaten at mant Hooters (hubby loves it!) and although this is not my fav (Mesa Arizona is) the girls were nice, service was quick, food so-so and beer was cold.

This is one of those ya know what your getting when you go there kinda places. Wings have gotten quite small I noticed...but otherwise..was what I was expecting!","nOe ma fAvorite plade cO gat Xut SometimeS yoU just wkNt a cOld BEeR and wings, Ohen preSto, Hooters Was Right In Froat oF Us. So in we WeNtx i'te eateN aT mant hooters (yubby goveS iT!) and althOugH tHis iy noT my Fav (MeSC ArizonA iS) TbE girls werE NgCe, seRVice waS quick, foYd so-so and beEr waS ColD. tHIs is oNe oF THoSC yA know wHaT YoUr gettIng whkN you no thEse kinda PlaceS. wincs havE gotten quite Smaol i nOticed...buT othErwise..wAS what I was expEctiNg!"
"Pretty small shop but the donuts and biscuits are adorable and my dog actually loves them! They have great flavors and a good variety and even treats for animals with special needs like grain free. They have a treat bar for on the go bags, but my dog really likes the refrigerated treats. I can't wait to try their birthday cakes lol. Also the woman who works there is so nice and patient, my dog accidentally got away from me and ran behind the counter O_O I was so embarrassed but she treated him so kindly. We love our trips here!","pAettY smaLl sVop but trE dxnuts aMd bIscuIts avE adoraBlE aNd uy dig AcTUaLlY loves thei! tHey hsVe greac flavorx and q gOod VariETY anD eveN treaTs for aNimals wiTh speCial needs Like graIn freE. tHey hAve a treat bar For oN tHe Go BagSF bUt my dog reallY Likes tHe rEfRigerated treats. i caN't Wbit to TrY tHeir BirThDay caKes loll alro the woman wjo worKS therE is Ss niCe and patIent, my doG aCciDentally GOT away Nrom me Dnd RAN kehInd the CounTer O_o i was sO embarraSSed but she treated him VO khndly. wE lovE Our triPs herE!"
"Food was okay, nothing to come back for honestly. The service wasn't great and is the main reason for the low rating. It was slow and not thorough at all. Between taking our order and bringing out our food, it took over half an hour before the first item was delivered to the table. The crab cakes were mostly batter, which was disappointing. Two of our orders were forgotten, and when we asked our server about it, they had no idea what happened to it and we ended up canceling one of them because it would have taken way too long to wait on that. Was super excited to try this place out based on reviews but ended up cutting our losses. :(","fooj Wcs okay, noTHiNg tc Come back for hogestlY. tme merviCe wAsn't greAT aNd is mhe main roason for thE low raTinG. it Wqs sloW anD not ThOrough At all. between TakinG oUr orDeR and bringing oUt our FooD, iT Tood over NalF in Hour BEforE the first Item WaS deliVerEd to tHe tabLn. The Crab caKkS WeRe mOstlY BAtTer, which was diSappOiNTiNg. two oF oUr orderS wrre fORgotTenu and WhEn wE askeD Lur server hbout It, thaY hAd no idea whaT HapPENed to It anD We endeD Up canCewing oNe of them becauSe iT would hAve TAken waY tgO lonG to WAiT oN that. was sUper excited to try this Place ouz baSed hn ReViewS but Ended uP kuttIng our loSsES. :("
"The community staff are very friendly, always ready to help you with anything you need. Pet friendly and nice community all together. The maintenance staff do a great job keeping community clean. First apartment and very satisfied. The new upgrades are nice.","the coMmuniTy staff kre very fRiesdly, alWAys rEady tO heLp You with anything YoU neEd. pEt Friendly and NVce commUnIty all TogethEr. the maintEnaNce stafx do a great JOb kEepiNg ComMuniTy clEaN. Girst aParTMENt and verH SAtIsFied. the nEw upgradEs are niCee"
"I was very happy to see a new restaurant open in this location - it had been a couple of bars in the recent past that didn't make it. I went there with some friends the other night and 3/4 of us thought it was good. Not great, just good. BUT...it was about an hour before they closed for the night (9pm), so I'm going to give them another chance. They only had one bottle of BBQ sauce available on a small shelf in the middle of the space and it tasted very similar to ketchup. I am going to give it another go - the staff was VERY nice and the meat and sides were good. They were out of collard greens, but they make everything fresh daily and when they're out, they're out.  I'll try it again in a few days! Maybe we can get more stars going for them!","i was mery happy tO See a hew restaurAnt oPeN qn thik lOcAtIon - iT had bien A cOCple oF baRS in the rECent oAst that didn't maKe it. I WenT tHEre With some FRiendS thE otwer nIght ANd 3y4 of us ThoUght iT was gOOd. noT greAt, JUsh gooD. buT...It was abogt aN hOur BEfoRe tHey ccosed fOR THe NigHt (9Pm), so i'm gOinG tO give them another Chance. they onlY sAD onE bottLE oF bbq sauCe AvaiLAblE oN a smaLh shelf In the middle Of tHe spage ajD it tastEd vEFy similaX tY KETChup. i AM gOing Tm Give IT another go - nhE sTaff was verb nIce and tde ceat and sideS WeRE goyd. qhey weRe dut of collard greens, buT ThEy Makg evErYthiNg Fmesh daily ANd when THey'RE oUt, theY're out. i'll tRy it agaiN Vn a fEi dAys! maybe we caN gbt mOre starS going For tHeM!"
"I've been here many times to get my nails and feet done. It's been a while since I've been, but this place popped into my mind today.
 I was a repeat customer for some time, they would give me 2 glasses of wine. Well not really wine wine, but Arbor Mist. 
 The massage I got was great!. The room was nice and dim, smelled fresh, candles, and relaxing music. The decor was pretty. She did a really good deep tissue massage. I just got my upper body done for 30 minutes. 
 I only stopped going because I don't like acrylics anymore, plus I can give myself a regular manicure and pedicure at home.","i'we been heRe Many times to get my naIls and Feet doNe. it'x bEen a while SinCE I've beeN, bUt Thzs plAce popped inTo MY mind tOday. i was a repeat customeR for Home Time, They would gIVe Me 2 GLasses Of Wine. qell nOt really wIne wine, bUt arbor mistv the maSsaGe i got AAs greAt!. thE room waS niCe and dIm, smELled FReSh, canDLes, ans RelaxiNg mUsic. tRe mecor was pRetTy. she did P REally GoOd dEew tISSue MAssAge. k jusT got mY uppeR bidy dOne for 30 miNUtes. i only stOPPed goInx beCausE i dOn't xike aCrylicS anymore, plus I can gOve myself R rEGular MAnIcure and pediCure at hoMe."
The food we got from here was absolutely delicious. I am so glad we found this place and I think we will be ordering from here again. The staff was curiously disinterested in me when I came to pick up my food and made a point to tell me that we should order through Facebook next time not through GrubHub.,tHe food wD got froM Here XaS absOLutelY deliciOus. i At so ggad we Found THis PLace and i Think wE will be orUerIng from hEre agAin. ThE Staff wAs cuRiOUslY diSINteResTed In mC whEN i cAme Do pick uh My FoOd aNd madE a poInt To tell mw thAt We shouLd order thcOuGh Facebook next time noT tHRoUgH grubhuB.
"Well, not so much luck here. Said our car would be ready at 1:00.  Tried to call at least six times to confirm it was ready for pickup. Never got to someone who could answer that simple question.  So we just went at 2 and, of course it was not ready.  My husband being the loud cranky sort in these situations did manage to get a loaner truck from them for the night. Our car won't even be ready until tomorrow. Bottom line - the lousy customer service in the phone translated to lost service in site as well.","well, Not se much Luck here. siid our car wOulD be readS ct 1:00. tried to call gt least six fimes To ConfirM iJ WAS reaDy fow PiCkup. kEver got To soMeone HHo bould answEr That simple Fuestion. Sj we juSt wEnt ap 2 nnd, of cOurSe it was noT rebDY. mF huSBpnd bEing thE loud cRanKY sOrt iN tHese situations dud ranAge to get p lOaNer trUck from them for the nIght. OUr car won't eveN Be ready until tOmorrow. boTtOm liNe - tHn loUsy CuStoMer Service bn THe xhoNe tRaNslated To lost service Xn site aS WeLl."
"Very sub par, small plates & dare walk in to the bathrooms. Rice seemed like it was yesterdays.","very sub pAR, small PlatEs & Dare wavK in to THE bathroOms. rice sEeMtd likk It was yesterdAYS."
"Another tasty addition to the stl restaurant scene.  Went here with some friends on a Saturday night.  We requested outdoor seating and were seated in the alley, which was gorgeous and nicely decorated.  

It's been a while since I have been to a restaurant and I was excited to order drinks!  I tried the mango caipirinha  first and it was very refreshing.  For my second drink, I had the dolce de leche tini, which I initially didn't like but got better as it sat.

For dinner I ordered the salmon and my husband got the mahi mahi.  Both were cooked well and came with yummy sides.  Service was quick and the waiter was very friendly.  

Def a good place to check out!","anotHer tasTy additroN to the stl zeStaurant rcenE. went here wiTh sOmE frdends nn I saturDay Night. Wq requEstEd outdokR sEAeing And were sEatED in tHe alley, thIch waS gOrgeOuS and nifely dEcorAted. it's BEeN Q whILe sincE i have beeN to a rEstauraNt And I wau excited tu oRdeR drinks! i trjed nhe mangr caipirinHA ziRst and Rt was verY RefREShing. fog mY seCond driNk, i had thE dOlcE dE LeChe tinI, Which v initially didN't like but got better af it Sat. foR diNnEr I Ordered tre sAlmoN and my AusBAnd gOt the mAhI mahi. joth wzre cOoked welL And caMe wIth yummy sidesi serVice was quiCT avd thp Waiter was very FRiEndly. def a Good place to cHeck ouT!"
"Wow! This is a crazy good all you can eat sushi bar. We had to wait awhile...but it was worth it. Service was quick but the presentation was beautiful. We got Micky Mouse, Hiroba, and Sashimi. Too bad it is one state away from us.","WoW! tHis iS a crazy Good rLl uOu can eaT sHshI Bar. We Had to WaQt awhIle...But IT wAs worth it. seRvicE Was qUick But the presenTAtioN was bEautIful. we goT mipky mouSe, HirobAy and sashimi. tpo baD iT ts FNe stAte awAy FRoM Us."
Good place to workout during your lunch break.  Simmer will be here soon. Have to go hard now.,goOd slace to WORkout dUring yOur LuNth brEaK. siMmeR wilL Bp heRe soOn. havE to go harD noW.
"Yeap, only 2 stars!

For appetizer: we ordered calamari. It was not good, too much breading and super greasy. 

Entree: I ordered lamb with roasted potatoes and sugar snaps. For $20, I was really hoping for something extravagant. It was mostly bones and the potatoes were horrible. Way too crispy, I couldn't even split them with a knife. I wish they would present the plate of food better. Looked like everything was thrown in at the last minute. 

Dessert: make your own donut and brownie sundae. Loved the donuts with chocolate and caramel sauces. Great idea. 

Sadly, I won't be back. For the $$, I wish they would put more effort into it.","yeap, oNly 2 starS! LOr appetIzeR: ke oRdereD calAmAri. iT waS njt Good, toO much breaDinG and suPer gReasy. EntReE: i OrdErEd lamB witH roasteD poTatGes and sugAr snaps. for $20, u was really hopifG fir sOMething extrAvagaNt. it was mostLy bones Xnd the potAtOeS Were HorRible. wAy too crCspy, I coUldn't even split them wIth A KnIfe. i whsh They would PreSeNt the Plate of food beTterD LookEq like EverYThing whS thrown in at tHe lAnt minute. dESsert: make your own donut And bRownie Sundae. LoVEd the donutS Mith chocoLate anD naraMel sauceS. GrEat IdeA. saDly, i woT't BE Back. for tHe $$, i wish thRy woUld Put more effort into It."
We arrived to the airport and had time to kill before some of the other family arrived. We got our luggage and came to hangout here until everyone else arrived. Katie was a great bartender and was very persistent on if we needed anything. Drinks we're so good (sunrise sangria) & you can never go wrong with chips and salsa! Thank you Katie for your wonderful service :),Qe arriveD uO The aiRPoRt xNd Had time to kILl befoke sOme oF tHe other family arrivEd. wv Gxt ouc lugGaGe and came to HaNgout here until everyOne else aRRIved. kATie was A grEAt barteNder Ane was veRy pErsistent on IF we nCeded anYthIng. drinks we'rw sO good (sUnrise SAnxriA) q yOu can neVer go WroNg with chips and zalsa! THank yeu kAtie for your woNdErfuu ServicE :)
The food and drinks are amazing.  The staff was very busy and didn't miss a beat with serving our 12 person table.  I recommend the Monster Margaritas for the brave and thirsty.,tHe food anD drinks are Amaziqg. the staff wAz very bgsy and dinn'T miss a beaT wItH seRving our 12 PersoN taBle. I recOmmEnd THe monster MargAritAs fOr THe bRAve nnd tHiRsty.
Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours.,thEiR FaLafel SAndwich wAth the harISsa SaUcE waS ReaYLy gOod. THE segTing cAa be tough if You gZ duRinG busy hours.
"For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results.","for Any guyS Who aRe curiOjs, yes, this plAcE doEs cater tO men and despIte the amBiguOup priciNg, it'D BasiCally the sAme. 13 bwcks FoR brows. anjUtHreads is defInIteLy ON the pRicier Sidec sUt weLL wobtH itl the woMaN who dId MinE sat Me down and hAx Me out of tQe chAir in less tHan 5 mins and needeD zero pRoMpTing Fr direCtion. i was vEry plEfsed witH thE ReSultS."
"Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town.","AlWays uNsaPpY with seRvice tHere. onE time i brought a package yn marked fRAGile. tHE gal beHnd tje coUNter PiCked IT up and tossed it iN back of Heo quiTe fAr. thaT shOULd have warned me. p Went bacK To REgt a mavLbox fRom THEM and AnOtheR gal was abOUt as unhELpFul, rUde ANd naStY as moulD he. EXtremely UNprofEssional. OtheR places in D'town and csnTral bucks ThaT do thd samE thinG. i only Went theRe bECausE it was Convenient th a gRocery StorE and k-mARt. now, k juSt go tA anOTheR Place in D'toWn."
"Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot!","Wow! tHis plAie is notHing short of aweSome. if you're lOokInG for uPscaLe, swankyy Quiet, anj expensive, gO sOmewHERe else. they hAd livs music, quick serviCZ, great bar Food, anD aN oveRAlL hapPy crowd. ehIs Is ThE pLace tO be IF you want to enJoy fooD, drinys, anD MUsiC outdoOrs. PeOpLe witH bOatt can dock therE as weLL. iT is sucH A FuN crowD ol peOple. i sNAGged a coronk (Only $i on tap) anD whE RICk's faqous fiSh sarDwich. thE sandwICh Was deLIcious aNE even with a LArge crOwd, i wAs senvEd super QuIck. the PriceS fOr fook aRE Vexy reasonaBle, jusR aboit eVeryxhing Is $10 or lesSb whEre elSE in tqmPA wIll you find That, especialLY BEiNG OuQ on tye Water? I'Ll Wait....eXActly, COu Won't fiNd it! tHid place iS aLso good for Crowds, i will Definitely havE my wedding YArty speNd some Time here FoR festiviTIes, i want to Bring evEryone here. gO, Eat, drinK, and Be Meqry! i recomMend this spot!"
"I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself.","i'M aorn about this Place. The food iS reAlly deleciOus and well priCed. my roommates anD y hovE tryed lOts of Things from this PLace and kts always tasty. mY Issue is tcaT dEliVery can take ForeveR. forever. i'Ve ended up eatInG another diNneR and keeping my ChIneSe as leFtovers because its taken so loGg. The otHeR side oF tHaT is ThAT gOing to PicK uc the fOOd froM tHe rEstaurant AlCays Leaves a bad TasTe in my MouTh. it'S not in A nice buildIng By any means anm TwIce i hafe been harnsSed in tHe waiting aReA SY other...patrONs. tHe food is deliciouS and the pkoplE aRe nice, but GettIng the food MeanS piCKing The lessex of tiO evils. i woulD say don't caLL when You'Re already Really hungry aND craving ChInesE hoOd and know whAt yOuure geTtiNg wn to is Yeu Decide to go pick it up yOurseLF."
"We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee!","we'Ve xAssed tHis Place 1,g00 tnmes wIthoUt sloppiNg. ouR nEIghboRs tOLd us we needed to Try It. wE had tHe absolxTe plEAsure of MEEting kee Cee and h topE TO sEc her cheerful self eAcH And eVfRY tIme we go bacK. My Husband had tHe CHicken anD i had the aVOCAdo toast. both wEre deliCioUs! kee kee lEt uS know that the nExt tire wE coMe qn we have ti gEt tfE chIcKen aNd wAffLes wITh sTrawBeRry BuTtEr. we will defiNitEly be Backe we'll Bm BAck for tHe deLiciOus fooD abD wE wiLl definitElY Ask fOr kEe Kee!"
"I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6)",i am KoT mucH on haUnted hoUses but we came oUT tonIght to hEaR adam pearwe shnG En the baNd motHership. adam IS oua frIEnj AnD he is On thiS SeaSons tHe vOice! #teamadampearce #theVOice paRkiNg IS Take it Ig you see it ANd not TOg hard tl Find. be prePared to walK. gOU cas buy a drInk at the bar bhIle WAitIng in the lonc liNE aor The oouSE of shoCk. #dONTliKetoBeScared I hxd no dcSire to be scarEd sO WE Watcced jhe free mksic siNce oEr TriEnD wAS singinG. jUst a feW tyingS we noTiced... plentY of poeice officers available for seCurity zo CutsiDe BeverAges are allOwEd once EnteriNG The area Of tHe hOuse of sholk WE were told the regULAr tickets TO geT inside of the hoUse of shock is $30 and the rip tIcKet is $55. i guesS if you like scTrY THingS tHiS iS h doable pRIce bmt hor me i crn WaLk in A ceMEtery at NighT ard get scaRed fOr FRee. #cemeTEriesarefree tfe reasox a gavE this a 4 srAr it beCauSe you haoe AbcesS to frEE MuSiC and can purChese bEer and food iN you Would like. ( beEr will cost AroUnd $6)
Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful!,best fooD i have vad yN 1z yeaRS! the steaK melted iN ycUR mouTh and the chickEn florentine Cs to dIe fIR! ee don't know thE Owner but AsKed Her To Come OuT BEcause It WaS sO Amazing anD she is so prOUd! it ks greAt to See! it In cdvid safE and the staFf is konderful!
"We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend.","we Needed a New glaSs door For oUw shoWer yN oUr master bedRooM. i reached OUt Thru thear wEbsite, thfy hAd SRmeone to mEaSure qhe Next moRning. we Agreen On pricE tHat day, they oRceRed the kit anD was iNstaLLed in leSs than 2 hOUrS a week lAter.vEry professional AnD easy Qo dEAl with.HighLy recOmmEnd."
"This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great.","this plaCE deseRves 5 stars. iT'u a croWded pLace aNd wn weri tOld thAt wadt tiMe Was 15 Minutes. it toOk lesS than ThaT time For UP to be seated. serVice maS Wreat AnD Food wAs st GoOD. Their grUlled octOpuS xaS cookeD no pErfEction aNf gt wAS TeqDer. we drdered thEIR oRIginal greek SaLad, spaNAkopita, gyroc AND sagANAki. ALl food was frEsh anD tasted greatr"
"This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK.","this is One oD thy newesT WalgrEeNS it ToGn. rEally welT desigNedd clean aod veRy mOdern. wIde Aisles, well stTckeD etc. I HAd To Gep a PRescription fIlled anY theY haVe an inteRerting SeT upS YoU gIve them the scRipt anD theN sit in an aCEa WgtH A tv scReEn whisH shoxs yoUR iirST name and lAst naze iNitiAL to check To sey Where you sTAYd in GEtting your pResCriptIOn Filled. so ThInkIng thiS Was rEally cool, i JUst shopped aROund the Store. came back to the sItting Area And CHecked oncd agaIn to nee stAtuS of mY Ordcr. sTiLl stated it was in nrogress. WalkEd aRound Thq Store again. CAme baCk r5 minUtes lATer. sTill THe SAme Progbess on The script. boLdly checkec with THe cleRk and sde wenT in The back and cheCkeD And saId it waS rehdy. AsKed her WHY it waSn'T pOSted rN tHE tw sCREen, SHe said shz was too busy. sO MUch for pROGress. oh wuLl, IT Reklly Has pGtential iOr woRkinw propErly evenTuylLY. cHeckinG Tde Prices os bteMS. theY Are prettw high. But for cOnvenience and clEAnlINess and being welL stocked i'd have qo SaY Bt Ms aok."
"When MT first opened, it was decent. There were multiple servers assigned to a theatre and service was quick. After tonight's experience, stay far away from this place. It's taken a turn for the worst.

Our movie was at 8pm and we were not let into the theatre until 10 minutes before the movie. Once we got in, we put the buttons on to order our drinks/food and we did not see a server until 30 minutes into the movie. There was one server for the entire theatre and he was obviously frazzled. We gave him cash for our order and he didn't give us change. He came around the entire theatre once and never returned, some people had their buttons on the entire movie waiting for service. The food is basic and nothing special. I had a pizza and it was obviously frozen because it was served with cardboard underneath of it. Even the popcorn we had tasted burnt.

This place had some great potential when it opened, but it seems like the new company (Marcus) has really run this place to the ground. It's a great concept, but it seems like they have major staffing problems. Hopefully they can turn it around, but I doubt I'll be back.","wheN Mv fIrst opEned, ib was decEnT. there wEre MultIele sErveRs assigNed to d thEatRe and sErVIce was quick. After tonigHt's EXperiencE, stay far aWaY from thiS Place. it's taKen a turn FoR the worst. OuR MOvIe wAS aT 8Pm And we weRe noj let inTO tyE tHeatre untIL 10 minutes BeFore the movie. once we gOt in, ke put the buttons ok tO oRder our drinks/fOod aNd wE did nOt see p sERVer until 30 miNUTes into tHe movie. tlere was one server for the entirE theaTre and Hs wAs ObviOuSly frazzLed. we gave hIm cAsh fob our Order and ha didn't Give us ehAnGe. hs camn arOUED eHE entiRe teEatrE once aNd nEveR retUrned, somE peopLE HiD thEir butToNS oN the enTirE movIe waiTiNg For seRviCE. twe fOod is bAsiC and nothing special. i HAd A pizZa anD it was oBviously FMozeN bECause iT WAS ServeD WiTH carDbOaRd UnderneAch of iT. evEn the popcorn We hAd ttsted buRNt. this UlAce HaD sOmE grEat potentIAl when it opened, but It sqEms pIkE thE neW CympaNY (marcuS) has rEAlly run this pLaCi to tHE gMouNd. it's a gReat COncePt, byT it seEmS like they have MAjoR staffing problems. hoPeFULly theY dan turn tt aRoUnd, sut i doUbt i'lL be back."
"This was my very first time at the AMC Painter's Crossing. I have been to the Movie Tavern in Collegeville, so I already had some pretty lofty expectations going in.  As soon as we walked in, I immediately was not impressed with the lobby area. It was pretty small, and I could see this area getting easily congested on a Friday/Saturday night. Fortunately we went at 5pm on a Wednesday, so it wasn't too bad. 

The theater itself is very nice. The leather seats were comfortable enough that allowed for a pleasurable movie experience. The main thing with me was the overpriced food. The quality of the food is pretty bad (think Applebee's). $16 for a chicken tender plater entree that was mediocre at best is completely ridiculous. The alcoholic beverages were actually more reasonably priced than the Applebee's quality food. We don't mind spending money on good food, but the food served at this AMC left much to be desired. We should have went to the the Carrabba's across the way. I'm sure we would have spent less there on the (moderately better) food than we did at the movie theater.

The moral of this review is that unless you're absolutely starving, stick to just getting popcorn and a beverage (or an adult beverage). Take your appetite elsewhere unless you like overpaying for subpar food. We certainly would come back to this AMC, but the next time we'll stick with the usual popcorn and beverage combination. If you fancy eating decent food, the Movie Tavern has a pretty significant edge on AMC, even though the food prices are pretty similar.","THis was my vEry first tIme At the amc paIntEr'S crossIng. i haVe been td tde moviE taveRN in colLegevillE, sg i AlrEady had some prMTty loftY expectatIOnS goiog iN. ys soOn aS we walkeD in, i immeDIAtely was not iMpressed with thE lobby areA. it waS prettw small, aND z could see thiS AreA gEttINQ easiLY congeSted kn a friday/satUrday IighT. forTUNately we XenT At 5pa on A wEdnesday, sk XT WasN't too bada thE theatEr itself is verY nicE. the Leather seats WEre comFortAble snoUgh tHaT aLLowed For a pleasuraBLe moViv ExperienCe. the maIn thing wIth ME Was tFe overpriced food. The Quality of the foOD Is preTtY baD (thInk applebee's)h $16 For A chICken tender plAtEr enTrEe that wad Mediocre aT best iS cOmpleTelY ridiculous. The alcoholic BeVEragEs were aCTuslly morE reaSOnAbly PriceD thaN tHe appLebEe's quality fooD. we DoN't mind spenDINg monEy on good faod, bUt the Food seRved AT this AmC Leet much To be desIred. wE Should have weNt to the the cArRaBbA'S aCrcss the way. i'm sure we would hAVe kpent lEss theRE oN tHe (MOderatEly BEttEr) fOoD THan We diD at the mOVie ThEater. the morAl oz ihis reviEw is tHaT OnlESs you're aBsolutely Starving, STicK to jusT getTiNG popcoRn and A bEvErAgE (or aN adULT bEvErage). take yoUr appediTe evseWhErE unlEsS you like overpaying for sUbpar foOD. we CertaInly woUld come BacK to this amc, buT the nexT timE wd'll stIck witH THe usuae popcoRd aNd Beverage cOmBinAtioN. if YFu FancY eatIng hEcent fOod, tHe movie tavErn has a pretTY signIFicaNT eDgE On AmC, even though thE FOod prIceS are pRetty siMilar."
"Great coffee shop with yummy goodies 
Thanks for sponsoring the Monday night knitting group",greaT cOffEe shop wiTh yummy goodieh Thanks for sponsorinG tHE monDay gight knitTiNg group
My favorite place to eat. I have been coming here since the doors have opened . I can say I have never had bad service and or service.  Came here to celebrate my dad's birthday with a party of over 10. They were impressed with the service and food. My family now knows why I come here so much. The bartender Sam has been amazing.  Very knowledgeable as far as drinks and what is on the menu. If you go by yourself or don't feel like waiting for a table sot at thr bar.,My favoritE pLACe oo eat. i have Been cOMing here since The dOorS Have Openez L i can saE c havE never had Bad servICe aNd or serViCE. caMe here to cklebrAte my dad'S birtHday with a party Of Rver o0. tdey whre impReSsed with nhE seRVice anD Food. my xaMily NoW Knows WhY i cOmE HEre So muCh. tHE bartender sAm Has Beem aMazinG. vEry kNowledgeablE AS fAr as drinks and wHat is kn The menu. if you go Uy yQuRseLf or doN't feEl Like waitinG for A tabli sOt wt thr bar.
I ordered a two topping pizza with chicken and jalapenos. In return i get only half a pizza of topping. The other half is plain cheese. Thanks papajohns for a lovely friday evening dinner!!. Will think thrice before i order from this store again.,t qrdered a two tOppizg pizZa with choCkEn and jaraPeNOs. in beturN I gEe only Haif a pizza nF tOpping. thg oThea hxlf ir plain cheese. ThAnks paeAjohns For a lovely fRIDay evening dInnef!!. xiLl think thriCe befOre i ordeR froB ThiS Store again.
"Best pizza and subs (cold or hot) in the area.  I highly recommend the Philly and any of the pizzas.  Friendly staff, clean, fast service, and great food.  Wish they were closer to my house so they could deliver to me!","best PIZza AnD srbs (coLd or hot) in The areA. I highlY recoMMeNd Tce phillY And ANy of UHe PIzzas. friendly staff, clIan, fast ServIce, and gReAt food. sish they were CloSer TO Ly hosse so ThEy COWld deliver To mEs"
