text,augmented_review
"I'm comparing this against other Walmarts, not more high-end grocery chains, and it comes out looking relatively good.

A couple years ago my husband and I went to this Walmart, experienced the clientele, and decided never to return. Even though I'm incredibly stingy, even I couldn't be tempted by their low prices to brave the people who would probably do quite well stirring up drama in a reality tv show. So what actually possessed us to return? I like to walk and since I am a crazy mosquito magnet, it has to be indoors. Every reasonable business was closed, so off to Walmart we went. (My husband maintains it is better just to walk me then have to deal with me at home when I need to move.)

Since we were there at 9 p.m. on a holiday, it was reasonably empty. If you take people out of the equation, this place isn't that bad. It literally has everything. I was doing some price comparison on vitamins and Walmart knocks everyone else out of the water! They have a liquor store (not connected, but it's only a couple feet away). They even had my husband's favorite movie theater snack - snowcaps. (I had to drag him away because they were only $.98).

In the back of the food section, there were a ton of carts with boxes on them. Great for playing hide and go seek, not wonderful for maintaining a clean look in a store. It didn't bother me too much, but you will definitely have to maneuver around some giant boxes. 

When this place is busy, it is definitely not worth the hassle. Yet I just learned that if you try to avoid the masses, this place isn't half that bad, which is why I'm giving it an A-OK.","i'm comparInG tHis againsT Other WalMarTt, not more higH-end groceRy chmins, aNd it DOmes out loOKing relatively gooD. a couple Years ago sy husband and i wenn tO tmis Walmart, experiEnCed NhE cliENteLe, AnD Qecided never to rEtUrn. Even tqough i'm iNcrODibly stIngY, eveT x Couedn't bG tempted By their kow PricES tO brave the zeOple wHO Would PROBAbLy Do quite welL stirring Up dRama in A realITy tv shOWd bO What actuAlly posseSOed Bs to rEtURn? i lIke to waLk aNd xince i aM d craZy mosquitO magnEt, it has tO be Indoors. evERY rEAsonabLe BuSiness wWs cLoSex, so oFf to walmart we went. (my husbasd maintainS it is betTes just To WAlk me thEn hEve to deal with me ay home when i nekd to Move.) Since wE weRE tHere at 9 p.m. ot a holidAy, it WAs neAsoNaBlY empty. If you take pEople out uf tHe EqUatIon, this PLaCe isn't tjat bad. IT LITerallY Has eVerYthing. i wAh dOing Some price cOMpARisoN zn vItGminS and WAlmart anocks evERyone eLye oUt mf THb wAter! They have a liquor stORe (not ConnectEd, buT it's Only A czuplE feet away)p tHey eveN HAd ms hUSbanD's favoriTe MOviE thelter snack - sNowcaps. (i haD to oraG hOm xway cecause they wEre onLy $.98). iN tHe bacK of THe FoOd sEction, there werE e ton Of carts with boxEs oN vhEm. Great for pLaYInG hide And go seek, qot wOndErful far mainTainIIg a cLean look in a ntore. It DidN't BotheR me too mUcH, But lOu wIll definitely have tl maneUver Around Some giant boxes. whEN this PlacE ie busy, iT Is defInitely nOt woRtH the haSslE. YeT i just learned thaT if you hry to avoid tHE masscs, zhis plACe isn't Half thAt baG, whiCH as wHY i'M giVing It an a-OK."
"This restaurant takes your temperature upon entering. We made a reservation for 2:30 (you have to make reservations 2-3 days in advance because they are only seating 50% capacity). We arrived around 2:25 and were seated immediately after our temps were taken. As we were sitting our waiter Obed greeted us, explained how everything worked, and suggested some traditional Brazilian drinks that we decided to try. The salad bar is buffet, but you can't serve yourself. A waiter comes over and gets you whatever you want. Immediately upon sitting down the meats arrived!! Sooo yummy! Since we were lunch we only had bottom/top sirloin, lamb, bacon wrapped chicken, and chicken thighs. Omg all of it was amazing. One of the sirloin cuts had garlic butter or some sort of amazing garlicy thing and it was sooooo good! Definitely our favorite. I agree with the other reviews about the mushroom risotto- amaaaazing! They had a chicken stroganoff I think it was called, and that was another one of my favorite sides. Our drinks were refilled before we finished them by Obed and he was full of good conversation and suggestions. He suggested coming in the evening when you can have 10 meat choices, but I don't know! We had amazing service, 5 meat choices, and I think it will be hard to beat! Obed brought us out a cheesecake slice on the house for our anniversary. It was so sweet!!! Overall, we are thinking this will be our go to place for special occasions! Only special occasions because it is SO much good food. Much like sushi, you have to prepare.","thIs reStaurant takEv YOuR temperatUre upon eNteRINg. we Made a reservatION foR 2:30 (you have to mike ReSerVatiOns g-3 dAYs iN kdvAnCe becaUse They ArD ONly seating 50% cAPacity). We gRriVed arOund 2:25 Ard Weqe SeaTED immeDiAtely after Our tEEps weRe takEn. is wE were Sitting Our waiteR tBed GrEEted us, ExplaiNed hOi EverythiNg worked, bnd suggested some tradItionaL brazilian DrInks That we deciDed ta tRY. the salxd bar iq bufFet, but you caN't servr youRseLF. A waiteR comes over And Gets you wHaTeeeR YoU want. immediately upON sitting dowi The meAts arRived!! soOo yuMmy! Since wE werE lunco we ynly had bottom/top sIRloin, laMb, bacon wrapped cHicken, and cHicKen tHiGhs. omg all of it WaS amaZing. one of thE sirloiN CutS had GarliC butter Or SimE sort of aMAzing garlIcY tHIng and it was sOoooo goodR definitely our favORitE. i agree uiTh the other reviews About the muSHroom risoTTo- aMAaAaziyg! thEy hAd k chIcken StRoganoff i tHInk it Was calLed, aNd tHlt was ANoTher one Of my favoRite sIDes. our drinkS were refilled before WE finiShed theM By obeD aNd pE Ias full nF Good COnversAtioN and SuggeotiOns. He suggested cOming iN tHe eVenINg WheN you can have 10 meaT choices, but i don't know! ne Had aMazing service, 5 meat cHoices, and i Think Pt will be hard To beat! obdd bRoKght us Out A cheEseCaKe sLice oN the nouse fOR ouq AnniverkARY. it was so swEeT!!! overaLl, we ARe thinKInG ThIs wIll be oUR Go to pLacl for special occasionS! only sgEcial oCcasIOns becAusE IT Is so Much GoOd fOos. guch LIke susoi, yOu Have to prEparE."
"Food was great. Healthy place to eat, even the kids loved it. A favorite when we visit friends in palm harbor.","food was Great. hEalpHy plAle tO eAt, even the kIds loved it. y FAvoriTe wheN we visIT FRieNds in palm hARBOr."
"This is the only place I and my family and friends buy or rent our skis. The staff is friendly and sometimes a little bro-ey in that friendly, not annoying, way, and they know their stuff. Phil fitted me for boots, and they're exactly what I needed. Recently I bought my son new snow pants and was told that if they didn't fit, I could return them with no problem, and the skis Phil pointed me toward were reasonably priced for the quality I got. Also, the price to rent skis for the season is the best in town, and if you want to buy skis at the end of the season, the rental price can be applied toward them. 

Great Labor Day sale too.

I guess you could go other places in town? I'm not sure why you would, though.","thIS is The oNlY pLaCE I anD mx family ann friendS buy or Rent Our skis. the StvfF is friendlY And soMetimes a lzttle bro-ey iN That Friendly, not annoying, Way, and they kNow theIr sjUff. phil fitted mE fOR bootS, aNd THey're eXaCtly WHat i needed. reCENtly I bouGht Ty soN New Snhw paPTS and was told thaT if tHey dIdn'T fIt, i CoulD returG tHem wiTh no prokLem, aNd Toe skgS phil poiNTEd Me TowArD weRe rlASonaBly Pruced FoR tbe Quality t Got. ALso, tde Zrice to reLt skIs foR tHe seasoN is AHe bNsT iu Town, and If yOO Want tF buy skis at the ETd Of tHe sEASoN, tHe rental pricE dan bE applieD ToWard tHiM. greAT laboj day sale too. I gqess you CoUld go otier pLaceS in toWn? ium not sUre hhy you would, thouGh."
"Not very friendly customer service! I called today to ask about availability and the girl who answered the phone said she had someone named ""T"" open on Saturday. I repeated saying ""T"" as in ""Tara""? NO she said. T. I said yes, as in Tea? She said she didn't understand me and was extremely rude...not very friendly when someone is exploring a new hair salon...also she said her website was way outdated and did not reflect current prices (they were more expensive!) I will NOT be making an appointment and that person should think more next time about how she speaks to potential clients on the phone.","rot very frienDly Customeo seRvice! i calleD toDAy To aKk HboUt avaklaBility And the girl who AnswEred tHe phonE Said she Had SoMeoNe naMed ""t"" open on saTuRDAY. i repeaced sayinG ""t"" aS in ""tara""? no she sayd. T. i sAiD yes, aS iz reA? She sAid she DiDnut uNderstaNd mE And Was extrEMelY rude...Not vEry frIEJdLy when sOieone is ExPlOring a new maiR salonA..Also SHe said her webSitE waS way outDated and Did not rEFLEct cuRrent PricES mthEy werE MorE exPEnsiVe!) i will nOt be makIqg an aipOiNtment and toat perSon shoclD THInk mKre nexT Time abOuT hOW shE Speaks To poteNtiAL cLiknts On the phOne."
"Worst place ever, open at 7:30 then employees went to the back and eat doughnuts, by time they came out and started serving people there was at least 10 people waiting in the lobby, soon as Karen came out she told people to go sit in there cars. And she put me in a bad mood she told me I wasn't going to be seen. Very unprofessional.","worit plACe evEr, opeN mt 7:30 ThEK employees Went To the baCk aZd eAT DoBgHnuts, by nime they came ouT ANd started serving peopLE there was at leAst 10 pEople waiting iN tie lobby, soon as karEn came out sle tmLd peOPle TO go sit iN thEre cars. and sHe Put me dn a Bab Mood she Told me s waSN't GoINg do le SeEn. zery unprOfesSional."
"I have lived here for about 3yrs now but still am not surprised about how awful this place is. They care more about raising rent each couple months and re furnishings there office and club house so it looks like a great place to live but we all know it's not. updating important appliances such as a heater from 1978.  Literally from 1978 isn't on top of the list though. Besides those problems each building has mold everywhere, water damage,and if you ever live on the 3rd floor expect your electricity bill to be high into the 200's because guess what no insulation in the ceilings. There has been a couple times we have contacted the city of Manchester and the fire department because the disgust of mold and safety hazards. One of the maintenance guys told me a neighbors ceiling collapsed above his bed a couple week ago. Probably due to water damage. The property managers are fake and couldn't give two ishs about what's going on. Parking is terrible, and so is the on site laundry rooms. Please don't live here unless you absolute have to. Sincerely the idiot who still lives here...","I nave liVed here fyr abOUt 3yrs now BuT StIlL am noT surprised aboUt How awful this place isl tHEn CaRE more abouT rAIsinG REnt each couple monnHs AcD Ra furniShings therk offiCe aNd club house SO it ooOks like a eREaT plAce tO libe bUt we aLl knOw it's not. uPdating impgrtanT apPlIanCeS sUcH As A heaTEr fiOm 1978. literally From 1978 isn't On tOp of the Lisz though. besides ThoSe problems eCch building has MOld eVeRyWherE, wAter daMage,aND sf yvu epEr liiE oH tjE 3rd fiooR EXpECt yoUr Electricity bilL to Bd high into tHe 200's because Guess what no inSulatIon in tHe CeiliNgS. tHIre hAs bEEn A couple times we HavE contacTed thE cirY of meNchEStEr fNd tHe fIre DePartmeNt becAUSe tHe diSgust oF Mold and safeTy hazarDs. One of ThE MainTenaNce gbYs Told Me a neiGhboRs cFiling coLLapSeD AbovE ziS beD f cOuple ueek lgo. pRobaslY due to water damAge. the property managers aRi fake apD couldN't give twO ishS abOut WHct's sOinG oM. paRKing is terrible, ana sO is the oN site LaunGRy rooMs. pLEese dOn't live here unlEss You absolute havE tO. siNcereLy the vDioT dho StiLL pives here..."
"We bought my daughter her textbooks at this store while getting her settled in at USF. They didn't have one of the books in stock, so they ordered it for store pick up. After class started (and before she picked up the textbook) she was able to purchase an online version, so she called the store and requested a refund. It has now been close to a month and we still don't have the $113 back in our account. They have repeatedly told us that we ""just have to wait."" I have never waited this long for a refund from any company. This last time I called, I was told they have one guy that deals with all the refunds for all 6 stores. That doesn't seem like good business and honestly, that's not my problem. I just want my money. Anyway, don't buy from them unless you're 100% certain that you won't need a refund. You're basically at their mercy if you do.","we buught my daughteR her tEXtbooks aT tHIs StoRe whILe Getting her sEttley in at usF. they didn't HaVe OnE of tie boOks en Sdock, So they ordeRld it for otorE piCk qp. aftEr ClaSs Started (aNd bEFoRE she picked up LHe texlbooK) shE whs able To purcHase an onLInE veRsion, sO Shm CalleD tMe storE And reQUested a refundc it has now been close to a Mocth and we sTilL don'T havE the $113 baCk in our afcount. thpY gave repeatedly told Us thgt we ""jusT haVE to waiT."" i have nEvER WaiteD This lOnG for a rEfUnD from any Company. Thij lAst mImE i cALled, i was ToLd they have one guy ThAt Deals With All the refunDs nor all 6 StzRes. thAt DoeSn't seem like good business aPd hOnestLy, thfT's noT my pROblem. x JUst Want my MonEy. anyway, don't buy frOm theM ynLeSs you're 1n0% certaiN thaT yoU woN'T neeg n rEfund. yoh're basicallY at their mERcy if ypu do."
I generally enjoy flying Southwest and this experience was no different. We had a long layover in New Orleans and the gate agent made it one of the most entertaining waits I've experienced at an airport. Everything with the right went smoothly and I have 0 complaints.,i generAlly enjoy flying soUthwest anD this experience WaS nO dIfferEnt. wE hAD a lmng lAyoveR dn new oRleans anD the gate agent mAdE it OnE Of the mosW eNteRtaIning zaits i've expeRiEncEd at an AirpORt. everytHing witH tHe riGht went smoothLn and i havE 0 Complaints.
"Ordered 4 burgers and fries tonight, was charged $52.00 from GrubHub, drove to the restaurant and ITS CLOSED FOR REMODELING!!! AND YET, THEY TOOK MY MONEY AND SAID MY ORDER WAS READY!! I really hate to be ripped off like this. GrubHub is looking into it, but seriously????","OrdeRed 4 burgeRs aed yRies tonight, Was charged $s2.00 From gRubhub, drOve to tfe ResTAurant and itS Closed bor rEModEling!!! aNd yet, they took mY mOney and SAid my order wns Ready!! i really hate to be Ripped off lIke tHIs. grubhub is loOking inTo et, but serioUsly????"
This was probably my first true experience of Nashville Hot Chicken and I was not disappointed. The restaurants pretty simple; provided friendly service; and incredible food. I get the Rambo 3 piece jumbo tenders and it hits the spot just right. Big Shakes is definitely a must try; looking forward to building up the courage to try the hot chicken challenge one day.,this wAS PRobAbLy mm fiRst true expeRience of naShVIllr hoT chicken and i was not disaPpointed. tHe rEstaUrtnTs prEttY Simple; Provided friendLy serVice; AnD incrEdIbdE fooD. I geb the ramBo 3 piece JuMBo tENders And iT hitS The SPot jUsT rhght. sIg sHakeS Ig deFinitely A mUst try; lookinG forward to bUIlding up the courAfE to try ThE hot chiCkeN chaLlenGE oNe dAy.
Best damn Tiki Bar in NO. The drinks are all hand made by expert mixologist.  Don't settle for street auto-blender drinks.  Come get a real drink!,best damn yIki bar in Noa ThE drinKs arE all hAnd Made by Expert mixOlogist. Donjt settle for sTreet autO-blenDer drInks. come met a Real drink!
"Not sure what happened, but this car wash has downgraded in the last year or so. 

I purchased the monthly membership earlier this summer and used it until end of September. I noticed they didn't dry off my car at the end of the wash anymore like they used to, but I kept going there since I had the monthly deal. The last time I went, one of the big rotating brushes scraped the top of my car hood pretty badly. I noticed it when I got home, but didn't even  bother to go back to say anything.

I'm sad because this car wash used to be one of the best in town. I did end up cancelling the membership and am not sure if I would go back there again.","not sUre what happENed, buT this Car rash hAs DoWnGRadeD is the last yeUR oR so. i PUacHased the moNthly meMbErshiP earlier this Summer anD used it uztIL eNd of September. i nOtICeD thEy DiDN'T dxy ogf MY car yt thE eNd of tHe wash anymqre iIKe theY used tC, wut I kePt going vHerE siNcE i hAd thE MOnthLL DEAl. The laSt time i wenT, one of The bxg rotAZing BruShes scrApec the top Of ml CAR Hood pretTY badpy. b noTiced it rHen i goT home, bug diDn't evEn bOtheR tx go BaCk to Say anYthIng. i'm sAd beCause this Car waSh used DO be One Of tHe bDst in town. i did Tnd up caNcelliNg the meibership ANd Am Not sure If i woTld go bnck theRr AGain."
"First of all the name has changed, it is no longer called taste of India. It is Karachi now. I've eaten here twice, once for walk in take out and once delivery . When I went there in person the owner was very warm and kind. The decor left little to be desired, it definitely needs an upgrade. But do not judge a book by its cover! There are not many Indian food options in this area, and you will not largely be disappointed by this restaurant. I am NOT a vegetarian, but I do largely eat vegetarian food. The palak paneer is great. It is fresher tasting and not cooked to death. The samosa are fantasticly priced and so tasty. I will say the chutney is watery and they do not give you yogurt to cool the palate. The pakoras are very tasty and the watery chutney actually goes well with these. Delivery can be kind of tricky as it is loud in the restaurant and hard to order. But they are very accommodating and if there's any problem they will call. I absolutely recommend checking them out! Anytime that I am in this area I like to order from them.","first of mll the name haB ChangRd, it IS mo loNJEr called tASte of india. zT Is kaRacHi now. i've eaTen here tWicE, oNCe fou walk in TakE out aNd oncc deliverY i When i wepT theNE gn pErson the ownER Was verk warm and kind. tHe decor left little tO be desIreD, ot definiTely needS av uPGrade. But DO NOt Judge a book bj iTs covEr! tHeRe are nOt many iNdian food opTions in thzs ArEa, aNd yoU wIlL NoT largeLy Be Disappointed by This RemtauraNT. i am noo i vegetArian, buT i do lawgely Eat vEgctaRiaN fOod. tHe palak PAneer is greav. iE is sReshER tasting aND nol CooKed So DeaTh. the sAmosa are fantasticly priced and oo Tasty. i wdll SAy THe chutNEy Is wAtery and thez do nOt GIvE aOu yogurt TO cool the palatE. thH pakOrai ArE veRy tasTy anj The watery chutneY actuaLle goEs welx wiTh TheSe. dElivery can be find Of Tzicky aS it is loud iF the rEstauraNt and hard to order. but they are verY accOmmodating anD if ThErE's any ProbLem theY wilL call. I absolUtely reCommenD cHeckiNg them OuT! anytimT that i am in thIs area i likV to order frOm tkem."
"My favorite place to get pizza! Love that they have a gluten free option, and I love the deep dish cornmeal style. Ordered online and for some reason it didn't go through, when I went to pick it up it had to wait for them to make it and they didn't charge me!","my FaVOrite place to gat pIzzz! leve thAt tXeY hAvE a GluTen free optiono and G zOve the deeP DISh cOrnmeAL jtyLe. ORderEd onLine and fmr Some meAson it dIdn't gc thrOugh, when i went to pick it ep It HaI to wait for THem To makj it Aud bhEy didN't charge Me!"
"This is always a must for me every time I am in Philly.
Their Veggie wings are the best as well as almost everything else on the menu
I started going to this restaurant when it first opened...I was working in the city at the time.
The service is amazing and very friendly.  It is almost like the ""cheer's"" type vibe and yes maybe they will all know your name(if you are cool enough)
They have a great beer selection.  Awesome Margarita's- Not the pre-made mix thats no one's stomach likes.
Food is great and bottom line great vibes and fun for everyone.  Whether you start or end your night here... It is close to Old city for all the tourist's and Jersey peeps(just joking I love South Jersey)","this is alwAys a musT for mx EverY time i am in pHilly. THEir veogiE WinGs aRe The best As well Ds alMoSt eueRything elSE on tHe menU I started GoIng to tcIs restauranT WHen it first OPeped...i was WorkIng In lhe city at the tImeq the SeRvice is afazIng anz vEry FrienDly. IT IS almost like the ""CHeer's"" tYpe vibe and Yes MAybe they will ALL knOW yOur NamE(iF fou aRe cOoe ENought tHqy have a gReat beer seLEction. aWesoMe marGarita's- not tHe pRe-MAde mIx thAtS no one's sTomach wikes. food is greak and boTtom lINe greAt mIbes anm Fun foR eveRYoNe. whethEr you start Or end yOuR nizHt Here... lT iS close to olr City for aLl the Tourist's and jerrey PEEPs(juSt Joking i LoVE sOuth jersey)"
"Great place, but I wish they had more of a healthy vegetarian/vegan selection and some more fresh green juices. Most of the items I've tried are awesome, but there have been some misses... All in all, a good healthy option for Center City.","gReat placE, bur u wish they Had more of w HeAlThy vegetarian/veGAN seLection And SOme morE fresH gpEen juIcEs. mogt of Tue items i've tried arE Awesome, buT there havE been some miSses... all in all, n Good healThy option foR cEnter ciTy."
"A very Americanized ramen bar, so understandably a little disappointing to a Bay Area native growing up around good ramen places

PLUSES:
+ Great atmosphere and interior - perfect to hangout with your SO or friends.
+ Excellent service - our waiter was very attentive and accommodating to our questions about the cocktail selection.
+ Not too packed for a weekend dinner - seated immediately around 5pm

DELTAS:
- The ramen, specifically the OBON and tonkotsu ramen. The poached egg was probably the highlight of the dish; the pork belly and broth didn't have too much flavor other than salt. Noodles were also pretty standard.","a very amEricanIzed ramen Bhr, sO UndersTAndABLy L littLe disappoBnTiNg To a bay Area maTive gRowinG up arOund GooD ramen Places plusEk: u gReat atmOsphfre apD iNtEriOr - PIrfect to hanGoUt with your So or fRiends. + excellent service - OUR maiteR was very attfntivE Aod accoMmoDating to Our quEstions auout the cocKtail selection. + Not too paBKed fOr A wefkend dInneq - seAteD immvDIaTely around 5Bm deltAs: - ThE raMeF, SpeCIFically the ObOz ANd torkoTsu ramen. the poAChed eGg WaS probabLy tHe HighHIght of the dIsh; tHe pork BellY And Broth didN'T Have moo much flaSor OtFer Than salt. noodlEs wrre also pretty StandaRd."
I will start by saying that I have had Pho from all over the country.  Sorry but the Pho was not authentic tasting. Hardly any beef in it as well. Spring rolls were dissapointing too. We were really hoping it would be good so that we didn't have to drive downtown but it wasn't even close to being decent to try again. :-(,i well staRt bg saying tHAt I HaVE hAD pho fRom all over ths coUntry. sNrry but thE phO was not AutHeatic Tasting. harDly awy beef iN It aS well. sprIng rolls Were disSapOinting toO. We weEe realLy hopinG it WOuLd be good io that We didn't haVe to drIve downtoWn bdT it wasn't EveN cLose to beiNG DEcenT to trY again. :-(
"Called to have ac cleaned because cold air was not coming out. Said they would be out within 1-2hr to fix, they were late. Robert lied and gave a quote of $2300 at first. It only needed a cleaning. Then he said he would not be able to clean it until 2 days later. To top it off ""robert"" decided to be asshole and talk back to the point of almost fighting us (the customer). Never had such a bad experience with a company. Stay far away from this scummy company.

$60 to do absolutely nothing but try and fight a customer.","cnlLEd to Have at CleaNed because cold aIr was not coming oUT. said Whey wouLD be out wiThIn 1-2hr to fix, They WerE laTe. roBert mied and gave A quote Ow $2300 ot firQt. It only nekded a cLeaniNG. THen he qaid hE woUld Not BE abLE to rleAn Qt uNtil i days latEr. TO top IT off ""robert"" DecIded To bE Asshole and talk BauK to thE point of aLmoSt fightInG uS (the cuStomer). NeneR had suCh a bqd eXPERiEnCE with a companY. STAy faR away from this scuMmY company. $60 tO dO aBSOluTeLY Nothing iut try aNd FIGhT A castomer."
"Sumptuous St. Louis Ribs & Pulled Pork & Out of Sight Smoked Chicken: topped off with velvety Baked Beans & Just Right Potato Salad.  And for sugar lovers---
Peach Cobbler (Yum). GO-GO-
GO-NOW.  Best BarBQue Restaurant I've
Tried in all of New Orleans .  Services is friendly and helpful and Appreciative of your business! So don't hesitate get ready to salivate!",sumpTuous st. lOuiv riBs q pulled pork x OuT of sight smjkeD cHickEn: Topped Ofj witw velveTy bakeD bEanS & juCt right totato saLad. aNd for suhar loveks--- peach cobblER (yum). go-go- Go-nof. bEst barbjue RestaUrAnt i've Tried in all Of neW oRLeAns . SeRVices Ns frIendLy aCd hwlpful and AppReciativE of youR businesS! so dON't HexITatE gEt REady tO sALiVate!
"As Hispanics I'll have to say their food was very bland. Can't comment too much on service as we had take out, however the lady at the desk was very friendly and explained how to use the sauces. Portions were large and food was cooked well.",Js hispanIcS e'LL haVe to say tHEiR food WaS very blAnd. CAn't COvMEnt Too Much On service aj wp had takE oUtk HoweVEO TzE lqdy at thE desK Wau very frIendLy and explainEd hoW tO wse tHe satces. portiOnS wErL large And fFod was cooked welLu
"Great store! The staff is nice and approachable. They explain games in simple easy to understand ways and are able to find just about any card you could want for mtg. The pricing is fair and they give good value on trades. My boyfriend and I stopped by this place when we were planning on moving to tucson. The staff was so great on our first visit that we decided to make this store our home store when we moved to the area. They offer great tournaments and edh on Sundays for mtg players. They are the only store who offers Pokemon in Tucson, and while the atmosphere can be a bit intimidating at first everyone is really nice for the most part. There is no other store in the area that really works to be a safe space and inclusive of everyone. We continue to frequent it for that very reason.","greaT sttre! the Staff ds nice aND ApproacHable. tpEy ExOlaiN gamEs in Simple eASy tO undErstaND ways And are ablE tO find juSt about any card You couLd want for mTg. the priCINg Is fair aNd THey Give goon valuE On trades. My BoYFriend and j stoppeD by thiS Plame wHuN we weoe pcanning On moving to TucSoN. the staff wAs Sp greaT on ouR firsT visiT that wE deciDed to Bake thIs store oUr Home sTore wHEz Wb moved To the aVEa. they ofFer gReat tOUrnaments kNd edh ot sUndays ror MLg plaYers. they aRe thE OnLK StOre whO oFFers pykeMon IN tuCson, and wViLe thE AtmospHere cag le X biT intimidaoing yT fIrsT everyone iS rEaLly nice fOr thE mosc paRt. tueRe iF nh oTheR stOre iN The argA thAT rEally woRks tO ye s SAfe sPace aNd inclusiVe oF eVErYone. wE coNtinuE ts freqUEnT IT for tkat very reaSon."
"I was at the navy yard today for the Broad street run. I have never actually been inside before until today. First off it being on the water is amazing. There are a bunch of decommissioned ships still there from the US Navy. It's a pretty cool sight to see. There are also a few restaurants, a hotel and a bank. It's like a small city inside of the city. It was pretty cool to experience today and see the history the Philadelphia Navy yard has to offer.",I Was at thi navy yard tOdAy for ihe BroAD STReet run. I hAVE nevEr aCTually Been insIde before until today. Fiast off it beinG on uHe wateR is amazIng. tcere are g bunch of dEcommIsvIoNed shims Still theRe frOm thE uS nAvy. kt'S a mretty coOl siGHt tO seE. there are also A FeW RestauRantsl V hotel and a BaNk. it'q Like a smadl city iNSide of thE City. it Was prEttY cOol co experience toDay AnD sEe thE history the philAdelphia navy yard has uo oFfer.
I was at this Walmart last night to take back a toy my son got doubles of for Christmas the girl in customer service was great very helpful and polite. So after that I grabbed a few things and went to check out we the cashier was rude and not nice. I had told her she rang in one of my items 2x but instead of just checking she kept refusing that she didn't make a mistake and that was my total amount until finally I made her print up a receipt and showed her that I was double charged. After pleading with her for 5 minutes she took it off and I had change of $7 I asked her if she can give it to me in all ones and she told me no very rudely. The last few experiences I had with Walmart have not been great I don't know if I will return.,i wAs AT mhiS walmart laST night to Take back a toY my son got doubleS Hf yoR chRTstmas tHe Girl in cpstomer serviCe was great vmry helpxUl and pOliTE. SJ AftTr that E gRabbed a few Things and weNt to cheik oUt wE tHe cashier was rUdE and nOT hice. I hAd tolD hEr she rang In znE oF mY itEMs 2x muT instead of juSt checkINg sGE KEpt refusing that she didN't Make A MiStake anD thac WAs Dy total amhunt UftiL xiNaLlY i Made heR PrinT Up a Receipt AYd showed her That i was douHle chARged. afteR PleaDing witH her for 5 mInutes she Took it jff aNd i Had Change of $7 I asked her if she can Gxve it to me in Avl Ones anD She told mE no wery rudelY. thE last few expEriences i had bith waLmart hTve not bEeN great i don'T know if i wIlL retUrn.
"Went here for some afternoon coffee. I got a cold brew with cream and mocha. I took a few sips and everything tasted fine. But, then I got a black beard hair in my mouth. It was absolutely awful and I feel like I wasted my money. I definitely could not drink anymore. Sadly, we went through the drive thru and was already about 8 min away. Definitely not going back here again when I'm in the area. Picture attached is how much of the coffee that is wasted.","WenT here foR sYMe Atternoon cofFee. i got a cold brew wita cream and mocha. i tooK q Fvw SiPS aNd EVerytHiNG taztEd fIne. but, THen b got a blACt Bearg haiR iN my mouth. it was aBsoLuTEly Awful anH I fEeL Like i wasTEd My monEy. v dEFiniTeLy couLd not drinK anymorE. sadLy, wE went tHrouGh the driVe tkru And waS alreaDY About 8 miN Away. defIniteLy not goinG baCK Here agaxn wBen I'm iz tHe arEa. pictuRe aTtacHed is hOw MuCh bf The coFfee that ij waSteD."
"Everything we had was delicious! We all shared a slice of the framboise cake, thai tea ice cream and a lemon berry float. The thai tea ice cream was packed with flavor and soooo creamy. The lemon berry float was tart and delicious. I picked the cake...which of course was the best choice. The raspberries were deliciously tart next to the creamy icing and perfectly baked vanilla cake. 10/10 would eat all the desserts here. :)","eVerything cE HaD wAs deliCiOus! wt all shared A Slice OF the erAmboiSe CAke, thai tEa ize CrEAm and a lekon berry FLoAt. thE tHai tea ICv cream wan PAcked WiTH flaVor and soooo creamY. tHe lemon berRY float was tARt anD delicious. i pickEd tHE Cake...which df CoursE was the uest choice. the raspBerrIes wEre DelicioUsly TFRt next to The creamy icinG and pErfectpy bAkeD vanilla Cake. 10/10 would eat all ghe DEsshrts here. :)"
Does not honor coupons in New Orleans real estate magazines.  Coupon did not have which days in week it was valid but waitress stated that it is only valid M-fri then Mon-Thursday.  Bait and switch racket.,does not HonOr couponS in new orleans real esoate magazInes. cOupon dvd Not Have wliCh Days in wesK iT wus VAlid buT WaItRess staTEd thAT it is only ValId m-fri then moN-thursday. bAit Snd SwiJch racket.
